representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
999;CLIMO;445273188;SIREN
999;CONFEDERATION DES ASSOCIATIONS NATIONALES DE TANNEURS ET MEGISSIERS DE LA COMMUNAUTE EUROPEENNE COTANCE;W751022081;RNA
999;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1000;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1001;UPL UNION PATRONALE DES LANDES;314790650;SIREN
1001;CONFEDERATION GENERALE DES PETITES ET MOYENNES ENTREPRISES DES LANDES (C.G.P.M.E. LANDES);W401004362;RNA
1001;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1004;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1005;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
1006;ASSOCIATION DES ASSUREURS ET REASSUREURS VIE ET DE PERSONNES;822660627;SIREN
1006;CLUB INTER OPTIQUES;540073400;SIREN
1006;COOPERATION SANTE;441757762;SIREN
1006;FEDERATION NATIONALE TIERS CONFIANCE;439456534;SIREN
1007;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1007;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1008;CTE INTERP DEVEL FORM TRANS MARCH DANGER;422669861;SIREN
1008;AFTRAL;305405045;SIREN
1008;FRANCE CHIMIE;784358855;SIREN
1008;"ASSOCIATION PARITAIRE DE GESTION DE L'IMPORT-EXPORT (""APGIE"")";W751233160;RNA
1008;ECODDS;751139940;SIREN
1008;UNION INTERSYNDICALE POUR LES ELECTIONS CONSULAIRES;809503816;SIREN
1009;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1010;FEDERATION DES PME ET PMI DE L'ESSONNE;402136832;SIREN
1011;CONVERGENCE.ANIMAUX.POLITIQUE;829471291;SIREN
1012;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1014;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1014;CG PME INDRE ET LOIRE;384801817;SIREN
1015;SYNDICAT NATIONAL DES COMPLEMENTS ALIMENTAIRES;351015557;SIREN
1015;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1016;ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES RESTAURANT  APETR;W751228056;RNA
1018;CONFEDERATION NATIONALE DE LA MOBILITE;808874416;SIREN
1018;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1018;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
1018;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1018;AVENIR TRANSPORTS;439476250;SIREN
1018;UNION ROUTIERE DE FRANCE;784361701;SIREN
1018;ASSOCIATION POUR LE DEVELOPPEMENT DE LA QUALITE DE SERVICE DANS LES TRANSPORTS PUBLICS QUALITE MOBILITE;W751230442;RNA
1020;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1020;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1022;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1023;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1025;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1026;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1027;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
1027;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1027;ASSOC DEVELOPPEMENT TECHNIQUES;784622797;SIREN
1027;UNION ROUTIERE DE FRANCE;784361701;SIREN
1031;CHAMBRE SYNDICA FABRICANT GAZ COMPRIME;784359523;SIREN
1031;FRANCE CHIMIE;784358855;SIREN
1031;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
1031;UNIDEN;434856894;SIREN
1033;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1034;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
1037;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
1037;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
1038;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1039;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1042;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1044;CHAMBRE SYND EAUX MINERALES;784856080;SIREN
1044;BOISSONS RAFRAICHISSANTES DE FRANCE;430272039;SIREN
1046;DIGITAL REUNION;420775983;SIREN
1046;FEDERATION DES ENTREPRISES DES OUTRE-MER;393411855;SIREN
1046;CLUB EXPORT REUNION;443637939;SIREN
1046;TECHNOLOGIES DES ENERGIES MAITRISEES ENERGIES RENOUVELABLES ET GESTION ISOLEE DE L ENERGIE DE LA REUNION;509988697;SIREN
1047;FESAC;484376678;SIREN
1048;FED REG SYNDICATS EXPLOITANT AGRICOLES;414733477;SIREN
1049;GEMME;493174825;SIREN
1049;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1049;AMCHAM EVENTS;800417891;SIREN
1050;CPME RHONE ;389143009;SIREN
1050;MEDEF RHONE ALPES;300986403;SIREN
1052;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1052;INTERPROFESSION NATIONALE PORCINE;448608067;SIREN
1055;UNION DES AEROPORTS FRANCAIS UAF;784855223;SIREN
1055;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1055;ALLIANCE 46.2  ENTREPRENDRE EN FRANCE POUR LE TOURISME;W751223300;RNA
1055;UNIMEV;384254439;SIREN
1055;AVENIR TRANSPORTS;439476250;SIREN
1055;ASSOCIATION PROFESSIONNELLE DES RESPONSABLES DES RELATIONS AVEC LES POUVOIRS PUBLICS - ARPP;W751074197;RNA
1056;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1057;JEUNES AGRICULTEURS;784853970;SIREN
1058;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1058;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1060;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1061;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
1061;FEDER INDUS CINEMA AUDIOVISUEL MULTIMEDI;784358699;SIREN
1061;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1063;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1063;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1063;PLATEFORME DE LA FILIERE AUTOMOBILE;524965019;SIREN
1063;SYNDICAT NATIONAL DU CAOUTCHOUC ET DES POLYMERES;784357485;SIREN
1063;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1063;DIALOGUES;479789877;SIREN
1063;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1063;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
1063;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
1063;HALTE A L'OBSOLESCENCE PROGRAMMEE;817382070;SIREN
1063;FENARIVE;428495535;SIREN
1063;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1063;SYNDICAT DES ACTIVITES ET PRODUITS DIVERS EN RELATION AVEC LA CHIMIE ET LA PARACHIMIE;821336906;SIREN
1063;UNION DES ANNONCEURS;784669533;SIREN
1063;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
1063;UNION DES INDUSTRIES CHIMIQUES AQUITAINE;305476590;SIREN
1063;ANSA;829342682;SIREN
1064;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1066;FORUM FRANCAIS DE LA JEUNESSE;793226390;SIREN
1066;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
1066;ASSOCIATION DROIT AU SAVOIR;450253323;SIREN
1066;L'ESPER (L'ECONOMIE SOCIALE PARTENAIRE DE L'ECOLE DE LA REPUBLIQUE);529038382;SIREN
1066;UCPA SPORTS LOISIRS;352902035;SIREN
1066;UCPA SPORT VACANCES;775682040;SIREN
1066;CONFEDERATION OEUVRES LAIQUES VACANCES;775663115;SIREN
1068;AVENIR TRANSPORTS;439476250;SIREN
1068;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
1068;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
1068;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
1068;UNION DES ANNONCEURS;784669533;SIREN
1070;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
1070;MEDEF HAUTS DE SEINE;308290519;SIREN
1070;CONFE FRANC COMME GROS INTER COMME INTER;784669152;SIREN
1070;FEDERATION REGION PME PMI PARIS ILE FRAN;435237425;SIREN
1070;ENTR TAILLE HUMAINE INDEPEND CROISSANCE;309021921;SIREN
1071;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
1071;SYNDICAT CGAD ILE DE FRANCE;419531140;SIREN
1071;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
1072;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1072;A I M C C;784602245;SIREN
1073;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1074;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1074;ASSOCIATION CHIMIE DU VEGETAL;508402542;SIREN
1077;INSTITUT FRANCAIS DES ADMINISTRATEURS;451971675;SIREN
1077;ASSOCIATION GLOBAL COMPACT FRANCE;488898511;SIREN
1077;INSTITUT EUROPLACE DE FINANCE;484032594;SIREN
1078;ASSOCIATION FRANCAISE INDEPENDANTE DE L ELECTRICITE ET DU GAZ;752289678;SIREN
1079;FRANCE DIGITALE;791772445;SIREN
1081;VIN ET SOCIETE;500328570;SIREN
1082;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1084;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1086;FEDERATION FRANCAISE DES INDUSTRIES D'ALIMENTS CONSERVES;529583130;SIREN
1086;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1086;SYND NAT ALIMENTAT.RESTAURATION RAPIDE;422477224;SIREN
1086;ASSOCIATION DES ENTREPRISES DES GLACES;819201781;SIREN
1087;PARTENARIAT FRANCAIS POUR L'EAU;753506013;SIREN
1087;CANALISATEURS DE FRANCE;378787238;SIREN
1087;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;784717068;SIREN
1087;ELECTRICITE DE FRANCE;552081317;SIREN
1087;FENARIVE;428495535;SIREN
1087;CONSEIL MONDIAL DE L'EAU;409884319;SIREN
1087;AFITE;330754110;SIREN
1087;ASS SCIENTIFIQUE TECH EAU ENVIRON;784717050;SIREN
1088;UNION NAT MAISON FAMIL RURAL EDUC ORIENT;775660103;SIREN
1089;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1091;UNIDEN;434856894;SIREN
1092;UNION NAT INTER OEUVRE PRIVE SANIT SOCIA;775672223;SIREN
1093;FEDERATION INTERNAT COMMUNAUTES L'ARCHE;434914370;SIREN
1093;UNION NAT INTER OEUVRE PRIVE SANIT SOCIA;775672223;SIREN
1095;GROUPEMENT DES PROFESSIONNELS DES CERTIFICATS D'ECONOMIES D'ENERGIE (GPC2E);W133019766;RNA
1095;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1096;FRANCE CHIMIE;784358855;SIREN
1097;ASS PROMOTION VOLAILLE FRANCAISE;479907388;SIREN
1099;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
1102;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1103;ASSOCIATION NATIONALE FARRE;785308701;SIREN
1103;VIVEA;440656247;SIREN
1103;FONDS NATIONAL D'ASSURANCE FORMATION DES SALARIES DES EXPLOITATIONS ET ENTREPRISES AGRICOLES;303433049;SIREN
1103;RESEAU GDS.COM;449572445;SIREN
1103;FONDS NATIONAL DE MUTUALISATION SAN;797736014;SIREN
1103;A.D.I.VALOR;438368409;SIREN
1103;ASS  F.N.G.E.D.A.;428432934;SIREN
1103;FEDERATION NATIONALE ACCOMPAGNEMENT STRATEGIE;434273215;SIREN
1103;SERVICE DE REMPLACEMENT FRANCE;432264950;SIREN
1103;ASSOC NATIONALE DES SOCIETES ET GROUPEMENTS AGRICOLES POUR L' EXPLOITATION EN COMMUN;784362022;SIREN
1103;GROUPE MONDE RURAL;492665880;SIREN
1103;FEDERATION NATIONALE DES SOCIETES AMENAGEMENT FONCIER ETABLISSEMENT RURAL;309332310;SIREN
1103;TERR EUROP SOC CONS AMENAGEM FONCI RURAL;612007468;SIREN
1104;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1106;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1107;FEDERATION INTERNATIONALE DROITS L HOMME;352390082;SIREN
1112;FEDER FRANCAISE TELECOMS COMMUNICATIONS ELECTRONIQUES;502086325;SIREN
1112;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1112;ASS FR DU MULTIMEDIA MOBILE;482716396;SIREN
1114;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1114;MOUVEMENT ENTREPRISES DE FRANCE;781703277;SIREN
1114;UDPME DORDOGNE;412573545;SIREN
1115;ECO EMBALLAGES SA;388380073;SIREN
1116;UNION METIERS & INDUSTRIES HOTELLERIE;784357857;SIREN
1117;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1119;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
1119;ASS PROFESSIONNELLE BANQUES;775675887;SIREN
1119;ASS DU FOREX ET DES TRESORIERS DE BANQUE;377550637;SIREN
1119;ASSOCIATION FRANCAISE DES MARCHES FINANCIERS AMAFI;W751085070;RNA
1120;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1120;SYNDICAT UCAPLAST;784359259;SIREN
1122;ASSOCIATION A.F.C.L.;394191183;SIREN
1124;CHAMBRE FRANÇAISE DE L'ECONOMIE SOCIALE ET SOLIDAIRE;W751226598;RNA
1125;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1127;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1127;FRANCE ENERGIE EOLIENNE;432446649;SIREN
1128;FEDERATION FRANCAISE DES MAISONS EUROPE;449562974;SIREN
1128;FEDER OEUVR LAIQUE INDRE LOIRE;775348626;SIREN
1129;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES AUVERGNE RHONE-ALPES;824171912;SIREN
1129;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1129;FEDERATION NATIONALE BOVINE;378479984;SIREN
1129;FED REG EXPLOIT AGRIC MASSIF CENT;352497333;SIREN
1131;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
1132;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1133;GEMME;493174825;SIREN
1133;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1134;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1134;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1134;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
1134;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1134;UNION DES ANNONCEURS;784669533;SIREN
1134;CONFED NAT MUTUALITE COOP ET CREDIT AGRI;421344201;SIREN
1135;ASSOCIATION HQE;414472167;SIREN
1135;SMART BUILDINGS ALLIANCE FOR SMART CITIES;803905694;SIREN
1139;JEUNES AGRICULTEURS CORSE;799365291;SIREN
1140;COOP DE FRANCE;784179665;SIREN
1140;COOP DE FRANCE NOUVELLE AQUITAINE;823634779;SIREN
1140;COOP DE FRANCE MIDI PYRENEES FEDERATION REGIONALES DES COOPERATIVES AGRICOLES ET AGROALIMENTAIRES DE MIDI PYRENEES;303576680;SIREN
1140;AGRI SUD-OUEST INNOVATION;499196087;SIREN
1140;CIFOG;412222044;SIREN
1140;FEDERATION DES INDUSTRIES AVICOLES;400695680;SIREN
1141;SYNDICAT FABRIC EQUIP AUTOMOBILES;785425836;SIREN
1141;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1141;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
1141;PLATEFORME DE LA FILIERE AUTOMOBILE;524965019;SIREN
1141;GROUPEMENT PLASTURGIE AUTOMOBILE;433397049;SIREN
1142;CONFED NAT MUTUALITE COOP ET CREDIT AGRI;421344201;SIREN
1142;COOP FR LES ENTREPRISES COOPERATIVES;317165728;SIREN
1143;FEDERATION FRANCAISE DES MAISONS EUROPE;449562974;SIREN
1144;CONFED NAT ARTISAN DES METIER ET SERVICE;784409211;SIREN
1144;IRP AUTO GESTION;332139039;SIREN
1144;ASS NATIONALE FORMATION AUTOMOBILE;784671497;SIREN
1145;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1146;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1147;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1147;FED REGION SYNDICAT EXPLOITANT AGRICOLE;403797954;SIREN
1149;FRSEA GRAND EST;419213806;SIREN
1150;FESAC;484376678;SIREN
1151;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1151;GIFAS;820092377;SIREN
1151;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1152;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
1152;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
1152;COMITE FRANCAIS POUR L'U.I.C.N;415025626;SIREN
1152;ASS DECIDER ENSEMBLE;490287299;SIREN
1152;ASS FRANCAIS CERTIFIC FOREST PEFC FRANCE;438171340;SIREN
1152;ORGAN POUR RESPECT ENVIRON DS ENTREPRISE;390275303;SIREN
1152;COLLECTIF FRANC EDUCATION ENVIRONNEMENT;449723956;SIREN
1152;PLATEFORME OCEAN ET CLIMAT;H724428600;HATVP
1155;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1158;ASSOCIATION AFILOG;449270578;SIREN
1159;CONFED GENERALE PETITES MOYENNES ENTREPR;316809367;SIREN
1160;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1161;JEUNES AGRICULTEURS;784853970;SIREN
1163;OBSERVATOIRE DE LA DEONTOLOGIE DE L'INFORMATION;818119984;SIREN
1167;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
1167;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1167;COOPERATION SANTE;441757762;SIREN
1167;MEDEF HAUTS DE SEINE;308290519;SIREN
1168;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
1169;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1169;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1169;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
1170;COMITE LIAISON ENERGIES RENOUVELABLES;352400436;SIREN
1170;FRANCE ENERGIE EOLIENNE;432446649;SIREN
1170;MAITRES OUVRAGES PUBLICS;347762114;SIREN
1170;FRANCE HYDRO ELECTRICITE GPAE ECOWATT;420030967;SIREN
1170;FEDERATION ELECTRICITE AUTONOME FRANCAISE EAF;333223923;SIREN
1170;ASSOCIATION  ENERGIE PARTAGEE;529402406;SIREN
1170;ENERPLAN;344808902;SIREN
1170;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
1170;MOUVEMENT DES ENTREPRENEURS SOCIAUX;520067786;SIREN
1170;FINANSOL FINANCE ET SOLIDARITE;409218765;SIREN
1170;CONFEDERATION GENERALE SOCS COOPERATIVES  DE  PRODUCTION;784853632;SIREN
1172;MEDEF HAUTS DE SEINE;308290519;SIREN
1172;UNION DES ANNONCEURS;784669533;SIREN
1172;ASS ENTREPRISE ET PROGRES;784363764;SIREN
1172;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1172;ASSOCIATION DES PETITES VILLES DE FRANCE;381915941;SIREN
1172;ASSOCIATION DES MAIRES RURAUX DE FRANCE;328116280;SIREN
1172;ASS CENTRE VILLE EN MOUVEMENT;484008115;SIREN
1172;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
1172;VILLES DE FRANCE;379712979;SIREN
1172;NATIONALE DES ELUS DES TERRITOIRES TOURISTIQUES;784180143;SIREN
1173;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1176;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
1177;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1178;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1179;F.N.A.R.;537838203;SIREN
1182;L'ALLIANCE 7;381436666;SIREN
1182;UNION DES ANNONCEURS;784669533;SIREN
1182;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1183;ALUMINIUM FRANCE;502934029;SIREN
1183;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1183;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1184;FEDERATION FRANCAISE D'ADDICTOLOGIE;439242058;SIREN
1184;UNION NAT INTER OEUVRE PRIVE SANIT SOCIA;775672223;SIREN
1184;FEDERATION NATIONALE D'HEBERGEMENT V.I.H;437762644;SIREN
1184;SOCIETE FRANCAISE DE SANTE PUBLIQUE;387896517;SIREN
1184;ALLIANCE CONTRE LE TABAC;383552676;SIREN
1184;COMITE NATIONAL CONTRE TABAGISME;784287328;SIREN
1185;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1185;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1187;JEUNES AGRICULTEURS HAUTS DE FRANCE;397772385;SIREN
1189;ENTR TAILLE HUMAINE INDEPEND CROISSANCE;309021921;SIREN
1189;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1189;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1191;CONFED NAT ARTISAN DES METIER ET SERVICE;784409211;SIREN
1191;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
1193;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1194;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1194;SYNDICAT DES REGIES INTERNET;482600806;SIREN
1195;ASSOCIATION PRO FRANCE;523645299;SIREN
1195;CENTRALE DES OPTICIENS;315446450;SIREN
1195;SYNDICAT NATIONAL DES OPTICIENS REUNIS;479951832;SIREN
1196;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1197;MEDEF MEUSE;783382286;SIREN
1197;CGPME MEUSE;451640007;SIREN
1199;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
1200;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1200;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1200;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1201;TECH'IN FRANCE;489305367;SIREN
1201;SYNTEC NUMERIQUE;384719001;SIREN
1201;ASS INTERNET ADVERTISING BUREAU;433370152;SIREN
1201;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
1202;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1203;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
1203;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1203;ASSOCIATION AFILOG;449270578;SIREN
1203;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1204;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
1204;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1204;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1207;UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;W751216334;RNA
1207;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1209;ASSOCIATION PROFESSIONNELLE DES RESPONSABLES DES RELATIONS AVEC LES POUVOIRS PUBLICS - ARPP;W751074197;RNA
1209;ASSOCIATION POUR LE PAVILLON PETROLIER FRANCAIS;820547271;SIREN
1209;ASS PREVENTION TRANSPORTS HYDROCARBURES;305303497;SIREN
1209;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
1209;CTRE DOCUM RECHE EXPER POLLU ACCID EAUX;315429142;SIREN
1209;CTE INTERP DEVEL FORM TRANS MARCH DANGER;422669861;SIREN
1209;COMITE PROFESSIONNEL PETROLE;775671803;SIREN
1209;CENTRE PROFESSIONNEL DES LUBRIFIANTS;314172172;SIREN
1209;CLUB MERCATEL;380262964;SIREN
1209;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1209;CTE PROF STOCKS STRATEGIQUES PETROLIERS;390729176;SIREN
1209;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1209;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1209;FENARIVE;428495535;SIREN
1209;CONSEIL FRANCAIS DE L'ENERGIE;784661993;SIREN
1209;CTRE INTERPROF TECH ETUDE POLLUT  ATMOSP;784663544;SIREN
1209;ENERGIES HAUTE NORMANDIE;513566869;SIREN
1209;ASSOCIATION NATIONALE DES COMMUNES POUR LA MAITRISE DES RISQUES TECHNOLOGIQUES MAJEURS;492719976;SIREN
1209;EVOLEN;534585419;SIREN
1209;ENTR TAILLE HUMAINE INDEPEND CROISSANCE;309021921;SIREN
1209;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1209;UNION DES PORTS DE FRANCE;319617635;SIREN
1211;FESAC;484376678;SIREN
1211;CONFEDERATION DES PRODUCTEURS AUDIOVISUELS;532784147;SIREN
1215;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1215;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1215;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1215;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
1216;SYNDICAT FABRIC EQUIP AUTOMOBILES;785425836;SIREN
1216;SYNDICAT NATIONAL DU CAOUTCHOUC ET DES POLYMERES;784357485;SIREN
1217;ASSOCIATION DE DEFENSE DES ENTREPRISES PENALISEES PAR L'AFFILIATION A UNE CAISSE DE CONGES PAYES DU BATIMENT (ADEPACCOPAB);W751177781;RNA
1217;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
