beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
ASSOCIATION DE DEFENSE DES ENTREPRISES PENALISEES PAR L'AFFILIATION A UNE CAISSE DE CONGES PAYES DU BATIMENT (ADEPACCOPAB);8908;1
FEDERATION MORB DU BATIMENT ET DES T.P.;8909;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8910;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8911;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8912;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8913;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8914;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8915;1
CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA;8916;1
GROUPAMA SA;8917;1
GROUPAMA SA;8918;1
GROUPAMA SA;8919;1
CERTIVEA;8920;1
CERTIVEA;8921;1
CERWAY;8921;0
EURALIS COOP;8922;1
EURALIS COOP;8923;1
EURALIS COOP;8924;1
EURALIS COOP;8925;1
EURALIS COOP;8926;1
EURALIS COOP;8927;1
EURALIS COOP;8928;1
FEDERATION NATIONALE DU CREDIT AGRICOLE;8929;1
FEDERATION NATIONALE DU CREDIT AGRICOLE;8930;1
FEDERATION NATIONALE DU CREDIT AGRICOLE;8931;1
FEDERATION NATIONALE DU CREDIT AGRICOLE;8932;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8933;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8934;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8935;1
UNION NATIONALE INDEPENDANTS CONDUITE;8936;0
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8936;1
UNION NATIONALE INDEPENDANTS CONDUITE;8937;0
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8937;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8938;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8939;1
UNION NATIONALE INDEPENDANTS CONDUITE;8940;0
UNION NATIONALE INDEPENDANTS CONDUITE;8941;0
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8941;1
UNION NATIONALE INDEPENDANTS CONDUITE;8942;0
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8942;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8943;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8944;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8945;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8946;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8947;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8948;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8949;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8950;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8951;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8952;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8953;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8954;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8955;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8956;1
UNION NATIONALE INDEPENDANTS CONDUITE;8957;0
UNION NATIONALE INDEPENDANTS CONDUITE;8958;0
UNION NATIONALE INDEPENDANTS CONDUITE;8959;0
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8960;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8961;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8962;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8963;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8964;1
FEDERAT NATIONALE ARTISANAT AUTOMOBILE;8965;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8966;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8967;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8968;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8969;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8970;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8971;1
FEDERATION DES PME ET PMI DE L'ESSONNE;8972;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8973;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8974;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8975;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8976;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8977;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8978;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8979;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8980;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8981;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8982;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8983;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8984;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8985;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8986;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8987;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8988;1
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE VAUCLUSE;8989;1
AKTEOS;8990;0
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8991;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8992;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8993;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8994;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8995;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8996;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8997;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8998;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;8999;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9000;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9001;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9002;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9003;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9004;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9005;1
FEDER DEPT SYND EXPLOITANTS AGRICOLES 51;9006;1
ASSOCIATION DES PRODUCTEURS INDEPENDANTS;9007;1
ASSOCIATION DES PRODUCTEURS INDEPENDANTS;9008;1
ASSOCIATION DES PRODUCTEURS INDEPENDANTS;9009;1
FED FRANC SOC PROTECT NATURE;9010;1
FED FRANC SOC PROTECT NATURE;9011;1
FED FRANC SOC PROTECT NATURE;9012;1
FED FRANC SOC PROTECT NATURE;9013;1
FED FRANC SOC PROTECT NATURE;9014;1
FED FRANC SOC PROTECT NATURE;9015;1
FED FRANC SOC PROTECT NATURE;9016;1
FED FRANC SOC PROTECT NATURE;9017;1
FED FRANC SOC PROTECT NATURE;9018;1
FED FRANC SOC PROTECT NATURE;9019;1
FED FRANC SOC PROTECT NATURE;9020;1
FED FRANC SOC PROTECT NATURE;9021;1
FED FRANC SOC PROTECT NATURE;9022;1
FED FRANC SOC PROTECT NATURE;9023;1
FED FRANC SOC PROTECT NATURE;9024;1
FED FRANC SOC PROTECT NATURE;9025;1
FED FRANC SOC PROTECT NATURE;9026;1
FED FRANC SOC PROTECT NATURE;9027;1
FED FRANC SOC PROTECT NATURE;9028;1
FED FRANC SOC PROTECT NATURE;9029;1
FED FRANC SOC PROTECT NATURE;9030;1
FED FRANC SOC PROTECT NATURE;9031;1
FED FRANC SOC PROTECT NATURE;9032;1
FED FRANC SOC PROTECT NATURE;9033;1
DOREMI;9034;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9035;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9036;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9037;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9038;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9039;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9040;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9041;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9042;1
UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;9043;1
CTE NAT PECHES MARITIMES ELEVAGEMARINS;9044;0
INSTITUT PASTEUR;9045;0
PROPLAST;9046;0
GROUPEMENT DES PROFESSIONS DE SERVICES;9047;0
AVRIL;9048;0
AVRIL;9049;0
UK FINANCE;9050;0
FRANCE AVC 39, JURA;9051;0
COPPERNIC;9052;0
LIGUE FR CONTRE LA SCLEROSE EN PLAQUES;9053;0
PHARMA LAB;9054;0
EDWARDS LIFESCIENCES SAS;9055;0
CTE NAT PECHES MARITIMES ELEVAGEMARINS;9056;0
SIGIL;9057;0
AVRIL;9058;0
PENUMBRA EUROPE GMBH;9059;0
FONTEM VENTURES;9060;0
MERCK SANTE;9061;0
UK FINANCE;9062;0
FORUM FRANCAIS DE LA JEUNESSE;9063;1
FORUM FRANCAIS DE LA JEUNESSE;9064;1
FORUM FRANCAIS DE LA JEUNESSE;9065;1
NRJ GROUP;9066;0
GEOSATIS;9067;0
LA BELLE ETOILE;9068;0
SYND NAT HOTELI RESTAU CAFETIER TRAITEUR;9069;0
IMMOCHAN FRANCE;9070;0
NUFARM;9071;0
LA BELLE ETOILE;9072;0
GEOSATIS;9073;0
OUTSCALE;9074;0
LA BELLE ETOILE;9075;0
SOGARIS;9076;1
CGPME AUVERGNE RHONE ALPES;9077;1
CGPME AUVERGNE RHONE ALPES;9078;1
CGPME AUVERGNE RHONE ALPES;9079;1
CGPME AUVERGNE RHONE ALPES;9080;1
JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;9081;1
JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;9082;1
JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;9083;1
JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;9084;1
JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;9085;1
JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;9086;1
CENTRE REGIONAL DES JEUNES AGRICULTEURS;9087;1
CENTRE REGIONAL DES JEUNES AGRICULTEURS;9088;1
CENTRE REGIONAL DES JEUNES AGRICULTEURS;9089;1
CENTRE REGIONAL DES JEUNES AGRICULTEURS;9090;1
CENTRE REGIONAL DES JEUNES AGRICULTEURS;9091;1
CENTRE NATIONAL D'ETUDES SPATIALES;9092;1
CENTRE NATIONAL D'ETUDES SPATIALES;9093;1
FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;9094;1
FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;9095;1
FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;9096;1
FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;9097;1
FEDER FR AGCES PRESSE ET INFORM AUDIOVIS;9098;1
A.D.I.VALOR;9099;0
A.D.I VALOR;9100;0
FEDERATION NAT INDUSTRIES DE CORPS GRAS;9101;0
ASSOCIATION NATIONALE POMMES ET POIRES - ANPP;9102;0
SERVIER MONDE;9103;1
SERVIER MONDE;9104;1
SERVIER MONDE;9105;1
SERVIER MONDE;9106;1
SYNDICAT NATIONAL INDUSTRIES PLATRE;9107;0
SYNDICAT NATIONAL INDUSTRIES PLATRE;9108;0
NEXTER SYSTEMS;9109;1
NEXTER SYSTEMS;9110;1
NEXTER SYSTEMS;9111;1
NEXTER SYSTEMS;9112;1
NEXTER SYSTEMS;9113;1
NEXTER SYSTEMS;9114;1
NEXTER SYSTEMS;9115;1
NEXTER ELECTRONICS;9115;0
NEXTER ROBOTICS;9115;0
NEXTER SYSTEMS;9116;1
NEXTER SYSTEMS;9117;1
NEXTER SYSTEMS;9118;1
NEXTER MUNITIONS;9118;0
NEXTER ELECTRONICS;9118;0
NEXTER SYSTEMS;9119;1
NEXTER ROBOTICS;9119;0
NEXTER SYSTEMS;9120;1
ENERCOOP;9121;1
ENERCOOP;9122;1
ENERCOOP;9123;1
ENERCOOP;9124;1
ENERCOOP;9125;1
ENERCOOP;9126;1
ENERCOOP;9127;1
ENERCOOP;9128;1
ENERCOOP;9129;1
ENERCOOP;9130;1
LA FRANCAISE DES JEUX;9131;1
LA FRANCAISE DES JEUX;9132;1
LA FRANCAISE DES JEUX;9133;1
LA FRANCAISE DES JEUX;9134;1
LA FRANCAISE DES JEUX;9135;1
LA FRANCAISE DES JEUX;9136;1
LA FRANCAISE DES JEUX;9137;1
LA FRANCAISE DES JEUX;9138;1
LA FRANCAISE DES JEUX;9139;1
LA FRANCAISE DES JEUX;9140;1
FEDERATION DEPART DU BTP DES AM;9141;1
FEDERATION DEPART DU BTP DES AM;9142;1
FEDERATION DEPART DU BTP DES AM;9143;1
FEDERATION DEPART DU BTP DES AM;9144;1
FEDERATION DEPART DU BTP DES AM;9145;1
FEDERATION DEPART DU BTP DES AM;9146;1
FEDERATION DEPART DU BTP DES AM;9147;1
FEDERATION DEPART DU BTP DES AM;9148;1
FEDERATION DEPART DU BTP DES AM;9149;1
FEDERATION DEPART DU BTP DES AM;9150;1
FEDERATION DEPART DU BTP DES AM;9151;1
FEDERATION FRANCAISE CAMPING CARAVANNING;9152;0
TECH'IN FRANCE;9153;1
TECH'IN FRANCE;9154;1
TECH'IN FRANCE;9155;1
TECH'IN FRANCE;9156;1
TECH'IN FRANCE;9157;1
TECH'IN FRANCE;9158;1
TECH'IN FRANCE;9159;1
TECH'IN FRANCE;9160;1
TECH'IN FRANCE;9161;1
TECH'IN FRANCE;9162;1
TECH'IN FRANCE;9163;1
TECH'IN FRANCE;9164;1
TECH'IN FRANCE;9165;1
TECH'IN FRANCE;9166;1
TECH'IN FRANCE;9167;1
TECH'IN FRANCE;9168;1
TECH'IN FRANCE;9169;1
TECH'IN FRANCE;9170;1
TECH'IN FRANCE;9171;1
TECH'IN FRANCE;9172;1
TECH'IN FRANCE;9173;1
TECH'IN FRANCE;9174;1
TECH'IN FRANCE;9175;1
ALLIANCE CONTRE LE TABAC;9176;0
FORTUM FRANCE;9177;0
KASPERSKY LAB FRANCE;9178;0
ORGANISME DE DEFENSE ET DE GESTION DU SAVON DE MARSEILLE FRANCE;9179;0
FACEBOOK FRANCE;9180;0
FACEBOOK FRANCE;9181;0
FACEBOOK FRANCE;9182;0
SCA HYGIENE PRODUCTS;9183;0
BIOCOOP;9184;0
SCA HYGIENE PRODUCTS;9185;0
SCA HYGIENE PRODUCTS;9186;0
BIOCOOP;9187;0
FACEBOOK FRANCE;9188;0
BIOCOOP;9189;0
ALLIANCE HEALTHCARE REPARTITION;9190;0
KASPERSKY LAB FRANCE;9191;0
LIGUE NATIONALE DE RUGBY;9192;0
ALLIANCE HEALTHCARE REPARTITION;9193;0
FACEBOOK FRANCE;9194;0
ASS REG ORGANISMES HLM CHAMP ARDENNE;9195;1
ASS REG ORGANISMES HLM CHAMP ARDENNE;9196;1
ASSOCIATION NAT SOCIETES PAR ACTIONS;9197;1
ASSOCIATION NAT SOCIETES PAR ACTIONS;9198;0
ASSOCIATION NAT SOCIETES PAR ACTIONS;9199;0
ASSOCIATION NAT SOCIETES PAR ACTIONS;9200;0
ASSOCIATION ARTISTIK REZO;9201;0
ASSOCIATION ARTISTIK REZO;9202;0
BLEDINA;9203;1
BLEDINA;9204;1
BLEDINA;9205;1
BLEDINA;9206;1
BLEDINA;9207;1
CONSTELLIUM N.V;9208;1
CONSTELLIUM N.V;9209;1
CONSTELLIUM N.V;9210;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9211;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9212;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9213;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9214;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9215;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9216;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9217;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9218;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9219;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9220;1
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE;9221;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9222;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9223;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9224;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9225;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9226;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9227;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9228;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9229;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9230;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9231;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9232;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9233;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9234;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9235;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9236;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9237;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9238;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9239;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9240;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9241;1
ASS NATIONALE IND. AGRO ALIMENTAIRES;9242;1
LIGUE NATIONALE CONTRE LE CANCER;9243;1
LIGUE NATIONALE CONTRE LE CANCER;9244;1
LIGUE NATIONALE CONTRE LE CANCER;9245;1
LIGUE NATIONALE CONTRE LE CANCER;9246;1
LIGUE NATIONALE CONTRE LE CANCER;9247;1
LIGUE NATIONALE CONTRE LE CANCER;9248;1
LIGUE NATIONALE CONTRE LE CANCER;9249;1
LIGUE NATIONALE CONTRE LE CANCER;9250;1
LIGUE NATIONALE CONTRE LE CANCER;9251;1
LIGUE NATIONALE CONTRE LE CANCER;9252;1
LIGUE NATIONALE CONTRE LE CANCER;9253;1
LIGUE NATIONALE CONTRE LE CANCER;9254;1
CENTRE DEPARTEMENTAL JEUNES AGRICULTEURS;9255;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9256;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9257;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9258;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9259;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9260;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9261;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9262;1
FEDERATION BATIM TRAVA PUBLIC D SEVRES;9263;1
FEDERATION DU SERVICE AUX PARTICULIERS F.E.S.P.;9264;0
SYND NAT MAISONS VENTES VOLONTAIRES;9265;0
ALTERNATIVE TELECOM;9266;0
DEPIL TECH;9267;0
OPEN INTERNET PROJECT (OIP);9268;0
ALTERNATIVE TELECOM;9269;0
SYND INDUSTRIES FRANC.CO-PRODUITS ANIMAU;9270;0
DJI EUROPE BV;9271;0
SYND INDUSTRIES FRANC.CO-PRODUITS ANIMAU;9272;0
FEDERATION NATIONALE DE L'ENSEIGNEMENT PRIVE;9273;0
OPEN PARTNERS;9274;0
QWANT;9275;0
SARIA INDUSTRIES;9276;0
GACHES CHIMIE SPECIALITES;9277;0
ASSOCIATION DES LOUEURS A DOUBLE COMMANDE (ADLC);9278;0
GROUPE AUDIENS;9279;0
PROTAGORAS SARL;9280;0
UNION DES PRODUCTEURS DE CINEMA;9281;0
GROUPE AUDIENS;9282;0
HOTRAVAIL;9283;0
PROTAGORAS SARL;9284;0
HOTRAVAIL;9285;0
QWANT;9286;0
ASSOCIATION DES LOUEURS A DOUBLE COMMANDE (ADLC);9287;0
SYND NAT MAISONS VENTES VOLONTAIRES;9288;0
DJI EUROPE BV;9289;0
QWANT;9290;0
FEDERATION DU SERVICE AUX PARTICULIERS F.E.S.P.;9291;0
SYND INDUSTRIES FRANC.CO-PRODUITS ANIMAU;9292;0
OPEN PARTNERS;9293;0
ALTERNATIVE MOBILE;9294;0
UNION PATRON PROTHESE DENTAIRE;9295;1
UNION PATRON PROTHESE DENTAIRE;9296;1
UNION PATRON PROTHESE DENTAIRE;9297;1
UNION PATRON PROTHESE DENTAIRE;9298;1
UNION PATRON PROTHESE DENTAIRE;9299;1
ASSOCIATION POUR LA FONDATION CRESUS D INITIATIVE ECONOMIQUE ET SOCIALES;9300;1
ASSOCIATION POUR LA FONDATION CRESUS D INITIATIVE ECONOMIQUE ET SOCIALES;9301;1
MOUVEMENT DES ENTREPRISES DE FRANCE;9302;1
MOUVEMENT DES ENTREPRISES DE FRANCE;9303;1
MOUVEMENT DES ENTREPRISES DE FRANCE;9304;1
CDISCOUNT;9305;1
CDISCOUNT;9306;1
CDISCOUNT;9307;1
CDISCOUNT;9308;1
KRYS GROUP SERVICES;9309;1
KRYS GROUP SERVICES;9310;1
FED DU BATIMENT ET T P DE HAUTE GARONNE;9311;1
FED DU BATIMENT ET T P DE HAUTE GARONNE;9312;1
FED DU BATIMENT ET T P DE HAUTE GARONNE;9313;1
FED DU BATIMENT ET T P DE HAUTE GARONNE;9314;1
FED DU BATIMENT ET T P DE HAUTE GARONNE;9315;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9316;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9317;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9318;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9319;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9320;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9321;1
UNION ENTR ARTISANS DU BTP DE MEUSE;9322;1
SYND PROF PROP EXPL PLATE FORME ELIM DEC;9323;1
SYND PROF PROP EXPL PLATE FORME ELIM DEC;9324;1
SYND PROF PROP EXPL PLATE FORME ELIM DEC;9325;1
SYND PROF PROP EXPL PLATE FORME ELIM DEC;9326;1
SYND PROF PROP EXPL PLATE FORME ELIM DEC;9327;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9328;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9329;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9330;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9331;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9332;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9333;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9334;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9335;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9336;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9337;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9338;1
FEDERATION ENTREPRISES VENTE A DISTANCE;9339;1
FACEBOOK FRANCE;9340;1
FACEBOOK INC;9340;0
FACEBOOK IRELAND LIMITED;9340;0
FACEBOOK FRANCE;9341;1
FACEBOOK INC;9341;0
FACEBOOK IRELAND LIMITED;9341;0
FACEBOOK FRANCE;9342;1
FACEBOOK INC;9342;0
FACEBOOK IRELAND LIMITED;9342;0
FACEBOOK FRANCE;9343;1
FACEBOOK INC;9343;0
FACEBOOK IRELAND LIMITED;9343;0
FACEBOOK FRANCE;9344;1
FACEBOOK INC;9344;0
FACEBOOK IRELAND LIMITED;9344;0
FACEBOOK FRANCE;9345;1
FACEBOOK INC;9345;0
FACEBOOK IRELAND LIMITED;9345;0
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;9346;1
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;9347;1
FEDER BATIMENT TRAVAUX PUB LOT & GARONNE;9348;1
QUARTUS;9349;1
UNION DES ENTREPRISES SECURITE PRIVEE;9350;1
UNION DES ENTREPRISES SECURITE PRIVEE;9351;1
UNION DES ENTREPRISES SECURITE PRIVEE;9352;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9353;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9354;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9355;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9356;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9357;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9358;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9359;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9360;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9361;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9362;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9363;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9364;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9365;1
FEDERATION NATIONALE DES UNIONS DE JEUNES AVOCATS;9366;1
FRANCE BIOMETHANE;9367;1
FRANCE BIOMETHANE;9368;1
HOMEAWAY FRANCE;9369;1
HOMEAWAY FRANCE;9370;1
DEMATHIEU & BARD GROUPE;9371;1
DEMATHIEU & BARD GROUPE;9372;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9373;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9374;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9375;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9376;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9377;1
