representants_id;adresse;code_postal;derniere_publication_activite;date_premiere_publication;declaration_organisation_appartenance;declaration_tiers;denomination;identifiant_national;activites_publiees;page_facebook;page_linkedin;page_twitter;site_web;nom_usage_HATVP;pays;sigle_HATVP;type_identifiant_national;ville;label_categorie_organisation
874;Simmons & Simmons, 5 boulevard de la Madeleine;75001;09/04/2019 10:21:02;10/01/2019 10:17:52;False;False;THINK TANK DES CABINETS D'AFFAIRES;H615383570;True;;;;;;FRANCE;;HATVP;PARIS;Association
875;"FEDER DEPART SYNDICATS EXPLOIT AGRICOL
14 AVENUE JEAN JOXE";49100;20/12/2018 16:52:46;06/12/2018 14:57:03;True;False;FEDER DEPART SYNDICATS EXPLOIT AGRICOLES;786119164;True;;;;;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU MAINE ET LOIRE 49;FRANCE;FDSEA MAINE ET LOIRE 49;SIREN;ANGERS;Syndicat
876;"CONFERENCE DES PRESIDENTS D UNIVERSITE
UNIVERSITES
103 BOULEVARD SAINT MICHEL";75005;03/06/2019 18:03:24;12/04/2018 15:26:49;False;False;CONFERENCE DES PRESIDENTS D UNIVERSITE;504248626;True;https://www.facebook.com/CPUniversite/?ref=br_rs;https://www.linkedin.com/company/9455193/;https://twitter.com/CPUniversite;http://www.cpu.fr;;FRANCE;;SIREN;PARIS;Association
877;"FEDERATION DÉPARTEMENTALE DES SYNDICATS EXPLOITANTS AGRICOLES
TERRE SAINTE LOCAL 9
12 CHEMIN DE LA CROIX DE JUBILE";97410;;26/02/2018 06:55:01;True;False;FEDERA DEPART SYNDICAT EXPLOITA AGRICOLE;324700210;False;;;;;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE LA REUNION;FRANCE;;SIREN;ST PIERRE;Syndicat
878;"FEDERAT DEP SYNDICAT EXPLOITANT AGRICO
40 AVENUE MARCELLIN BERTHELOT
BP 2608";38100;25/03/2019 15:41:38;30/04/2018 09:20:45;True;False;FEDERAT DEP SYNDICAT EXPLOITANT AGRICOLE;779558188;True;;;;;FEDERATION DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'ISERE;FRANCE;FDSEA 38;SIREN;GRENOBLE;Syndicat
879;"ASS CENTR DISTRIBUT E LECLERC
26 QUAI MARCEL BOYER";94200;27/03/2019 14:17:14;27/12/2017 18:21:45;True;False;ASS CENTR DISTRIBUT E LECLERC;784413486;True;;;;;ASSOCIATION DES CENTRES DISTRIBUTEURS E.LECLERC;FRANCE;ACDLEC;SIREN;IVRY SUR SEINE;Association
880;;75013;;30/01/2018 12:50:00;False;False;FED NAT ETABL HOSPITALISATION A DOMICILE;390290997;False;;;;;FEDERATION NATIONALE DES ETABLISSEMENTS D'HOSPITALISATION A DOMICILE;FRANCE;FNEHAD;SIREN;PARIS;Association
881;"BIOGEN FRANCE
TOUR CBX
1, Passerelle des Reflets ";92913;25/03/2019 18:01:08;26/04/2018 15:20:53;True;False;BIOGEN FRANCE;398410126;True;;;;https://www.biogen-france.fr/;;FRANCE;;SIREN;PARIS LA DEFENSE CEDEX;Société commerciale
882;;75008;04/06/2019 17:33:29;04/06/2019 17:32:55;True;False;TF SERVICES FRANCE SARL;H640279925;True;;;;https://bolt.eu/fr/;;FRANCE;;HATVP;PARIS;Société commerciale
883;"HANGAR 89
LONDON LUTON AIRPORT";LU2 9PF;02/05/2019 15:28:59;30/04/2018 18:50:48;False;False;EASYJET AIRLINE COMPANY LIMITED;453172470;True;https://www.facebook.com/easyJetFrance/;https://www.linkedin.com/company/easyjet;https://twitter.com/easyjet;https://www.easyjet.com/fr;;ROYAUME-UNI;;SIREN;LUTON;Société commerciale
884;"CAP !
4 RUE ROBERTUS";63000;28/06/2018 14:07:29;10/04/2018 11:48:14;False;True;CAP !;822575148;True;;;;;;FRANCE;;SIREN;CLERMONT FERRAND;Société commerciale
885;"ADOMA
PARIS 15
42 RUE CAMBRONNE";75740;28/03/2019 17:23:18;09/02/2018 14:55:31;True;False;ADOMA;788058030;True;;;;http://www.adoma.fr/;;FRANCE;;SIREN;PARIS CEDEX 15;Autres organisations
886;"UNION NATIONALE DES ENTREPRISES ADAPTEES
UNEA
36 Rue du Chemin Vert";75011;08/05/2019 18:49:57;30/04/2018 14:49:37;False;False;UNION NATIONALE DES ENTREPRISES ADAPTEES;411811938;True;;;;https://www.unea.fr/;;FRANCE;;SIREN;PARIS;Association
887;"UCB PHARMA SA
""UCB""
DEFENSE OUEST
420 RUE ESTIENNE D ORVES";92700;01/04/2019 10:03:20;12/04/2018 16:09:11;False;False;UCB PHARMA SA;562079046;True;;;;;;;;SIREN;COLOMBES;Société commerciale
888;"FEDERGY
Maison des groupements 
17 rue Réaumur
";75003;01/04/2019 15:10:17;05/02/2018 15:42:17;True;True;FEDERGY;808306294;True;;;;http://www.federgy.com/;CHAMBRE SYNDICALE DES GROUPEMENTS & ENSEIGNES DE PHARMACIES;FRANCE;;SIREN;PARIS;Syndicat
889;"CHAMBRE DE METIERS ET DE L'ARTISANAT
102 BD EDOUARD HERRIOT";01000;27/03/2019 17:29:54;30/04/2018 12:48:03;True;False;CHAMBRE DE METIERS ET DE L'ARTISANAT;180120016;True;;;;;CHAMBRE DE METIERS ET DE L'ARTISANAT DE L'AIN 01;;CMA AIN 01;SIREN;BOURG EN BRESSE;Chambre consulaire
890;266 AVDE LA CALIFORNIE;06200;27/03/2019 15:35:16;27/03/2019 09:57:40;False;False;SYNDICAT DES INDEPENDANTS;399894716;True;https://www.facebook.com/SDITPEPME/?ref=bookmarks;;https://twitter.com/SDI_fr;http://www.sdi-pme.fr/;;FRANCE;;SIREN;NICE;Syndicat
891;"JOHNSON & JOHNSON MEDICAL SAS
1 RUE CAMILLE DESMOULINS";92130;;08/12/2017 17:26:35;True;False;JOHNSON & JOHNSON MEDICAL SAS;612030619;False;;;;;;FRANCE;;SIREN;ISSY LES MOULINEAUX;Société commerciale
892;"BECTON DICKINSON FRANCE
BDPHARMA FR DBDIABETE FR DIABETEBD FR
11 RUE ARISTIDE BERGES
CS 30001";38801;20/12/2018 18:17:43;22/12/2017 20:31:00;True;False;BECTON DICKINSON FRANCE;056501711;True;;;;;;FRANCE;;SIREN;LE PONT DE CLAIX CEDEX;Société commerciale
893;;75001;;12/04/2018 16:37:20;False;False;HAMMERSON ASSET MANAGEMENT;403263809;False;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
894;;75006;27/03/2019 12:02:04;01/02/2018 17:01:47;False;False;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;True;;;https://twitter.com/L_ASIC;http://www.lasic.fr/;;FRANCE;;HATVP;Paris;Association
895;4 avenue du recteur Poincaré;75016;;16/04/2018 09:54:12;True;False;CINOV-IT;790461008;False;;;;;;FRANCE;;SIREN;PARIS;Organisation professionnelle
896;"CHAMBRE REG METIERS ARTISANAT BRETAGNE
CONTOUR ANTOINE ST EXUPERY
KER LANN - CS 87226";35170;15/03/2019 17:13:44;20/04/2018 18:40:15;False;False;CHAMBRE REG DE METIERS ET DE L'ARTISANAT DE BRETAGNE;183500073;True;;;;http://www.crma.bzh/;;FRANCE;CRMA DE BRETAGNE;SIREN;BRUZ;Chambre consulaire
897;"COMITE CATHOLIQUE CONTRE LA FAIM ET POUR LE DEVELOPPEMENT
4 RUE JEAN LANTIER";75001;08/04/2019 09:47:38;21/12/2017 15:57:19;True;False;COMITE CATHOLIQUE FAIM DEVELOPPEMENT;775664527;True;https://www.facebook.com/ccfdterresolidaire;https://fr.linkedin.com/company/ccfd-terre-solidaire---official-page;https://twitter.com/ccfd_tsolidaire;http://www.ccfd-terresolidaire.org/;CCFD TERRE SOLIDAIRE;FRANCE;;SIREN;PARIS;Association
898;129 BOULEVARD SAINT GERMAIN;75006;18/03/2019 10:37:51;26/04/2018 10:44:16;False;False;CONFED NAT MUTUALITE COOP ET CREDIT AGRI;421344201;True;;;;;CONFEDERATION NATIONALE DE LA MUTUALITE COOPERATIVE ET CREDIT AGRICOLE;FRANCE;CNMCCA;SIREN;PARIS;Société commerciale
899;"CONF NAT PROD VINS EAUX DE VIE
12 RUE SAINTE ANNE";75001;;27/03/2019 15:16:00;True;False;CONF NAT PROD VINS EAUX DE VIE;321410078;False;https://www.facebook.com/cnaoc.org;;https://twitter.com/cnaoc;http://cnaoc.org/;;FRANCE;;SIREN;PARIS;Organisation professionnelle
900;"SYNDICAT NATIONAL DES INGRÉDIENTS AROMATIQUES ALIMENTAIRES
DIAMANT A
14 RUE DE LA REPUBLIQUE";92800;;30/08/2017 11:22:06;True;True;SYNDICAT NATIONAL DES INGREDIENTS AROMATIQUES ALIMENTAIRES;315398248;False;;https://www.linkedin.com/company/sniaa;;http://www.sniaa.org;;FRANCE;SNIAA;SIREN;PUTEAUX;Organisation professionnelle
901;"FED DEP SYNDICATS EXPLOITANTS AGRICOLE
85 RUE DE LA FORET";26000;26/03/2019 12:50:48;16/04/2018 14:19:12;True;False;FED DEP SYNDICATS EXPLOITANTS AGRICOLES;410570816;True;https://www.facebook.com/fdsea26/;;https://twitter.com/FDSEA26;http://www.fdsea26.fr;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE LA DROME 26;FRANCE;FDSEA DROME 26;SIREN;VALENCE;Syndicat
902;"CONFED COMMERC DETAIL FRANCE
51 BOULEVARD DE STRASBOURG";75010;12/03/2019 16:52:35;08/03/2019 10:30:12;True;False;CONFED COMMERC DETAIL FRANCE;784450231;True;;;;;CONFÉDÉRATION DES COMMERÇANTS DE FRANCE;FRANCE;CDF;SIREN;PARIS;Organisation professionnelle
903;"FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DES ALPES-MARITIMES
MIN ST AUGUSTIN
FLEURS 6 BOX 116";06296;29/03/2019 12:53:56;06/03/2018 11:20:49;True;False;FEDERA SYNDICAT EXPLOITANTS AGRICOLES AM;782620439;True;https://www.facebook.com/FDSEA06/;;;;FEDERATION DEPARTEMENTALE D'EXPLOITANTS AGRICOLES DES ALPES MARITIMES 06;FRANCE;FDSEA ALPES MARITIMES 06;SIREN;NICE CEDEX 3;Syndicat
904;"CONFED PETITES MOYENNES ENT COTE
CPME21
10 RUE JEAN GIONO";21000;;16/04/2018 15:46:24;False;False;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES DE COTE D'OR;403007610;False;;;;;;FRANCE;CPME 21;SIREN;DIJON;Syndicat
905;"CHAMB SYND IMPORT AUTOMOBILES MOTOCYCL
PARIS 16
5 SQUARE DE L AVENUE DU BOIS
BP 5316";75762;18/03/2019 12:09:41;27/04/2018 14:32:00;True;True;CHAMB SYND IMPORT AUTOMOBILES MOTOCYCLES;784717126;True;;;;http://www.csiam-fr.org/;CHAMBRE SYNDICALE INTERNATIONALE DE L'AUTOMOBILE ET DU MOTOCYCLE;FRANCE;CSIAM;SIREN;PARIS CEDEX 16;Syndicat
906;"FEDER DEP SYND EXPL AGRICOLES
4 AVENUE DE L EUROPE UNIE";07000;29/05/2019 18:24:00;27/04/2018 12:42:05;True;False;FEDER DEP SYND EXPL AGRICOLES;776258477;True;;;;;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'ARDECHE 07;FRANCE;FDSEA ARDECHE 07;SIREN;PRIVAS;Syndicat
907;Rue de la Régence 58;1000;10/09/2018 13:44:35;02/05/2018 09:42:05;False;True;ALEXION SERVICES EUROPE;H739978029;True;;;;;;BELGIQUE;;HATVP;BRUXELLES;Société commerciale
908;"
74 RUE DU ROCHER";75008;;02/05/2018 19:10:38;True;False;FEDER FR SYNDIC PROFES PILOT87;784359820;False;;;;http://www.ffpm.fr;;FRANCE;;SIREN;PARIS;Organisation professionnelle
909;;75009;10/01/2019 17:08:54;13/04/2018 12:50:17;False;False;CENTRE NAT INTERPRO ECONOMIE LAITIERE;300817954;True;;;;http://www.filiere-laitiere.fr;CENTRE NATIONAL INTERPROFESSIONNEL DE L'ECONOMIE LAITIERE;FRANCE;CNIEL;SIREN;PARIS;Organisation professionnelle
910;"SYND L INDUSTRIE DIAGNOSTIC IN VITRO
6EME ETAGE
7 RUE MARIOTTE";75017;28/03/2019 10:11:47;29/11/2017 12:22:05;True;False;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;502725955;True;;;;http://www.sidiv.fr/;;FRANCE;SIDIV;SIREN;PARIS;Organisation professionnelle
911;;34500;05/06/2018 12:01:27;24/08/2017 09:07:26;True;False;PRIMUM NON NOCERE;514604453;True;https://www.facebook.com/AgencePrimumNonNocere/;;;http://politiquedesante.fr/;;FRANCE;;SIREN;BEZIERS;Société commerciale
912;;WA 98004 ;18/03/2019 12:36:51;19/12/2017 11:02:01;True;False;EXPEDIA INC.;H655107033;True;;;;http://www.expediainc.com/;;ETATS-UNIS;;HATVP;BELLEVUE;Société commerciale
913;"UNION DEPT DES PME DU MAINE ET LOIRE
355 AV GENERAL PATTON
49066";49000;;16/04/2018 14:24:04;True;False;UNION DEPT DES PME DU MAINE ET LOIRE;410551550;False;;https://www.linkedin/cpmemaineetloire;https://www.twitter.fr/cpme49;https://www.cpme49.fr/;UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU MAINE ET LOIRE;France;;SIREN;ANGERS;Société civile (autre que cabinet d’avocats)
914;"FED INTERDEP BATIMEN TP ILE FR
23 RUE CHARLES DE GAULLE";78560;;18/12/2017 11:41:40;True;False;FED INTERDEP BATIMEN TP ILE FR;784358210;False;;;;;FEDERATION INTERDEPARTEMENTALE DU BATIMENT ET DES TRAVAUX PUBLICS D'ILE DE FRANCE;FRANCE;FBTP ILE DE FRANCE;SIREN;LE PORT MARLY;Organisation professionnelle
915;"CLUB DE L AMELIORATION DE L HABITAT
4 avenue du Recteur Poincaré ";75016;;09/03/2018 18:03:20;False;True;CLUB DE L AMELIORATION DE L HABITAT;393520556;False;;;;http://www.cah.fr/;;FRANCE;CAH;SIREN;Paris;Association
916;"AXA
25 AVENUE MATIGNON";75008;29/04/2018 18:24:47;30/10/2017 11:56:39;True;False;AXA;572093920;True;;https://fr.linkedin.com/company/axa;https://twitter.com/axa;https://www.axa.com/fr;;FRANCE;;SIREN;PARIS;Société commerciale
917;44, avenue des Champs-Elysées;75008;26/03/2019 12:10:32;22/02/2018 09:57:51;True;True;BLUE STAR STRATEGIES SAS;H240761572;True;;;;http://www.bluestarstrategies.com;;France;;HATVP;Paris;Cabinet de conseils
918;28 rue de l'Université;75007;28/03/2019 18:11:53;24/01/2018 17:04:02;False;False;OPEN INTERNET PROJECT (OIP);W923004941;True;;;https://twitter.com/openinternetpro?lang=fr;http://openinternetproject.net;;FRANCE;OIP;RNA;PARIS 7E;Association
919;"FEDER DEP SYND EXPLOIT AGRICOLES VOSGE
RUE ANDRE VITU
LA COLOMBIERE";88000;02/04/2019 12:15:49;06/03/2018 16:54:04;True;False;FEDER DEP SYND EXPLOIT AGRICOLES VOSGES;783440670;True;;;;;FEDERATION DEPARTEMENTALE D'EXPLOITANTS AGRICOLES DES VOSGES 88;FRANCE;FDSEA VOSGES 88;SIREN;EPINAL;Syndicat
920;12 rue de l'Odéon ;75006;12/07/2018 11:01:35;12/12/2017 16:02:20;False;False;L'AGORA JEUNES EN EUROPE / YOUNG EUROPEANS AGORA;W751229048;True;;;;;;FRANCE;;RNA;PARIS 6E;Association
921;;86550;29/03/2019 17:03:24;16/04/2018 18:54:11;True;False;JEUNES AGRICULTEURS DE LA VIENNE;304600794;True;;;;http://jeunesagriculteurs86.com/;JEUNES AGRICULTEURS DE LA VIENNE 86;FRANCE;JA VIENNE 86;SIREN;MIGNALOUX BEAUVOIR;Syndicat
922;"FEDERATION FR BAT AUVERGNE RHONE ALPES
69609
23 AVENUE CONDORCET
CS 30036";69100;08/04/2019 10:10:33;04/09/2017 11:01:49;True;False;FEDERATION FRANCAISE BATIMENT AUVERGNE RHONE ALPES;779786987;True;https://fr-fr.facebook.com/FFB-Auvergne-Rhône-Alpes-1374599202796401;;;http://www.aura.ffbatiment.fr/;FÉDÉRATION FRANÇAISE DU BÂTIMENT RÉGION AUVERGNE-RHÔNE-ALPES;FRANCE;FFB AURA;SIREN;VILLEURBANNE;Organisation professionnelle
923;"CHAMB METIERS ARTISANAT REG PAYS LOIRE
6 BOULEVARD DES PATUREAUX";44980;29/03/2019 16:43:22;12/02/2018 11:52:28;True;False;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION DES PAYS DE LA LOIRE;130020688;True;https://www.facebook.com/cmarpdl;;https://twitter.com/cmarPDL;http://www.artisanatpaysdelaloire.fr/;;FRANCE;CRMA PAYS DE LA LOIRE;SIREN;STE LUCE SUR LOIRE;Chambre consulaire
924;"OPERA DE ROUEN NORMANDIE
THEATRE DES ARTS
7 RUE DU DOCTEUR RAMBERT";76000;;29/11/2018 12:06:05;True;False;OPERA DE ROUEN HAUTE NORMANDIE;450761937;False;https://www.facebook.com/operaderouen;;https://twitter.com/operaderouen;https://www.operaderouen.fr/;;FRANCE;;SIREN;ROUEN;Etablissement public exerçant une activité industrielle et commerciale
925;"ARCELORMITTAL FRANCE
IMMEUBLE LE CEZANNE
6 RUE ANDRE CAMPRA
LA PLAINE ST DENIS";93210;03/08/2018 11:48:45;30/01/2018 15:20:06;True;False;ARCELORMITTAL FRANCE;562094425;True;;;;;;FRANCE;;SIREN;ST DENIS;Autres organisations
926;"UNION PROF ARTISANALE REGIONALE PDL
6 BOULEVARD DES PATUREAUX";44980;;19/01/2018 12:46:58;False;True;UNION PROF ARTISANALE REGIONALE PDL;413705641;False;;;;http://u2p-france.fr;UNION DES ENTREPRISES DE PROXIMITE PAYS DE LA LOIRE;FRANCE;U2P PAYS DE LA LOIRE;SIREN;STE LUCE SUR LOIRE;Association
927;"AFAIA
9 RUE DU PARVIS SAINT MAURICE";49100;19/07/2018 15:52:10;13/12/2017 14:52:18;False;False;AFAIA;342498110;True;https://www.facebook.com/AFA%C3%8FA-Chambre-syndicale-1792925540943646;https://www.linkedin.com/company-beta/11025908/;https://twitter.com/afaia_fr;http://www.afaia.fr;;FRANCE;;SIREN;ANGERS;Syndicat
928;"DEMANDER JUSTICE
51 RUE DE PONTHIEU";75008;13/03/2019 16:51:16;13/03/2019 16:50:56;False;False;DEMANDER JUSTICE;751610015;True;https://www.facebook.com/demanderjustice;https://www.linkedin.com/company/3302189;https://twitter.com/demanderjustice;https://www.demanderjustice.com;;FRANCE;;SIREN;PARIS;Société commerciale
929;"EUTELSAT S A
70 RUE BALARD";75502;27/09/2019 16:06:39;12/12/2017 16:28:34;True;False;EUTELSAT S.A.;422551176;True;https://www.facebook.com/Eutelsat.SA;https://www.linkedin.com/company/eutelsat;https://twitter.com/Eutelsat_SA;http://www.eutelsat.com/en/home.html;;FRANCE;;SIREN;PARIS CEDEX 15;Société commerciale
930;"ARPP AUTORITE REGULATION PROFESSIONNELLE DE LA PUBLICITE
23 RUE AUGUSTE VACQUERIE";75116;29/03/2019 17:54:20;20/10/2017 18:37:09;True;False;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;True;https://www.facebook.com/ARPPub;https://www.linkedin.com/company-beta/1093537/;;http://www.arpp.org;;FRANCE;ARPP;SIREN;PARIS;Association
931;2 place Samuel de Champlain;92400;;10/04/2018 16:33:16;True;False;OBERTHUR TECHNOLOGIES;340709534;False;https://www.facebook.com/IdemiaGroup/;https://www.linkedin.com/company/idemiagroup;https://twitter.com/IdemiaGroup;https://www.idemia.com;;France;;SIREN;COURBEVOIE;Société commerciale
932;"ECO MOBILIER
50 AVENUE DAUMESNIL";75579;02/04/2019 10:33:18;18/01/2019 10:47:11;False;False;ECO-MOBILIER;538495870;True;;;;;;FRANCE;;SIREN;PARIS CEDEX 12;Société commerciale
933;;41000;08/04/2019 09:32:45;20/02/2018 12:37:26;True;False;CENTRE DEPART JEUNES AGRICULTEURS  AGRICULTEURS;429023831;True;https://www.facebook.com/JeunesAgriculteurs41/;;;;JEUNES AGRICULTEURS LOIR-ET-CHER 41;FRANCE;;SIREN;BLOIS;Syndicat
934;"COMITE INTERPROF DU VIN DE CHAMPAGNE
C I V C
5 RUE HENRI MARTIN";51200;01/04/2019 10:16:19;19/11/2018 11:02:49;True;True;COMITE INTERPROF DU VIN DE CHAMPAGNE;780385829;True;;;;https://www.champagne.fr;COMTE INTERPROFESSIONNEL DU VIN DE CHAMPAGNE;FRANCE;;SIREN;EPERNAY;Organisation professionnelle
935;"UNION REG MUTUALITE FRANCAISE DE CORSE
RESIDENCE PONTE PRADO B
AVENUE DE LA LIBERATION
BP 90";20600;01/05/2018 12:49:17;12/12/2017 16:01:14;True;True;UNION REG MUTUALITE FRANCAISE DE CORSE;444533749;True;;;;http://www.corse.mutualite.fr/;UNION RÉGIONALE DE LA MUTUALITÉ FRANÇAISE CORSE;FRANCE;URMFC;SIREN;BASTIA;Organisation professionnelle
936;"CHRISTOPHE CLERGEAU STRATEGIES
10 RUE DE STRASBOURG";44000;26/03/2019 09:44:13;27/10/2017 15:16:06;True;True;"CHRISTOPHE CLERGEAU STRATEGIES ""C2STRATEGIES""";819765033;True;;;;;C2STRATEGIES;FRANCE;;SIREN;NANTES;Société commerciale
937;"ASSOCIATION UNION NATIONALE DES CLLAJ
1 RUE PRINCESSE";75006;05/09/2018 11:13:26;12/04/2018 15:33:12;True;False;ASSOCIATION UNION NATIONALE DES CLLAJ;484697438;True;;;;;UNION NATIONALE DES COMITES LOCAUX POUR LE LOGEMENT AUTONOME DES JEUNES;FRANCE;;SIREN;PARIS;Association
938;18 rue La Boétie;75008;18/06/2018 17:32:26;24/04/2018 10:15:58;False;False;ASSOCIATION POUR UN HEBERGEMENT ET UN TOURISME PROFESSIONNELS - WELCOME INN FRANCE;W751230410;True;;https://www.linkedin.com/company/ahtop---association-pour-un-h%C3%A9bergement-et-un-tourisme-professionnels/;https://twitter.com/ahtop_France;http://www.ahtop.fr;AHTOP;FRANCE;;RNA;PARIS 8E;Association
939;"FED ENTREPRENEURS BATIMENT YVELINES
29 AVENUE DEBASSEUX";78150;04/04/2019 08:26:48;30/11/2017 12:08:05;True;False;FED ENTREPRENEURS BATIMENT YVELINES;785048752;True;;;https://twitter.com/FFB_YVELINES;http://www.ffbatiment-78.fr/;FEDERATION FRANCAISE DU BATIMENT DES YVELINES;FRANCE;FFB YVELINES 78;SIREN;LE CHESNAY;Syndicat
940;;75007;27/03/2019 12:29:05;12/12/2017 16:54:04;True;True;JFT CONCEPTS;538982521;True;;;;;;FRANCE;;SIREN;PARIS;Cabinet de conseils
941;"FEDERATION NATIONALE MUTUALITE FRANCAI
PARIS 15
255 RUE DE VAUGIRARD";75719;31/03/2019 18:09:28;08/08/2017 11:08:41;False;True;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;True;https://www.facebook.com/mutualite.francaise;;https://twitter.com/mutualite_fr;https://www.mutualite.fr/;;FRANCE;FNMF;SIREN;PARIS CEDEX 15;Organisation professionnelle
942;"VIOLETTE JUSTICE
3 T RUE DU VAL CONTENT";92260;09/12/2018 13:22:01;29/11/2018 18:41:42;True;False;VIOLETTE JUSTICE;793350166;True;https://www.facebook.com/violette.justice;;https://twitter.com/VioletteJustice;http://www.violette-justice.com;;FRANCE;;SIREN;FONTENAY AUX ROSES;Association
943;"CENTRE DEPART JEUNES AGRICULTEURS
CARREFOUR DE L AGRICULTURE
5 BD DU 122E REGIMENT D INFANTERIE";12006;29/03/2019 16:04:19;18/12/2017 16:32:33;False;False;CENTRE DEPART JEUNES AGRICULTEURS;788160992;True;;;;;JEUNES AGRICULTEURS AVEYRON 12;FRANCE;JEUNES AGRICULTEURS 12;SIREN;RODEZ CEDEX;Syndicat
944;9 rue de Condé;33000;18/04/2019 21:00:14;12/04/2018 16:02:05;True;False;ROSE;538568460;True;;;;;;FRANCE;;SIREN;BORDEAUX;Association
945;;75008;;12/12/2017 11:00:41;True;True;FED NLE COOP COLL TRANSBETTERAVE;304262850;False;;;;;;FRANCE;;SIREN;PARIS;Syndicat
946;"ALEVIA CONSEIL
174 RUE DU TEMPLE 
75003 PARIS";75003;03/06/2019 10:10:18;09/07/2018 10:13:30;True;True;ALEVIA CONSEIL;803876085;True;;;;http://www.alevia360.com;;FRANCE;;SIREN;PARIS;Cabinet de conseils
947;"SYNDIC NATION EQUIPE GRANDE CUISINE
SYNEG
NUM VOIE 39 40
39 RUE LOUIS BLANC";92400;25/03/2019 16:30:29;12/12/2017 16:04:39;True;False;SYNDIC NATION EQUIPE GRANDE CUISINE;353631120;True;;https://www.linkedin.com/company/8535903/;https://twitter.com/SYNEG_infos;https://syneg.org/;SYNDICAT NATIONAL DE L'EQUIPEMENT GRANDE CUISINE;FRANCE;;SIREN;COURBEVOIE;Syndicat
948;"INSTITUTIONS ET STRATEGIES
66 AVENUE DES CHAMPS ELYSEES";75008;;12/04/2018 16:09:40;True;True;INSTITUTIONS ET STRATEGIES;805234630;False;https://www.facebook.com/institutionstrategies/?ref=bookmarks;;;http://www.institutions-strategies.com/;;FRANCE;;SIREN;PARIS;Cabinet de conseils
949;"PUBLIC CONSEIL
4 B AVENUE EDMOND BLANC";78170;01/04/2019 15:58:23;06/11/2017 10:02:01;False;True;PUBLIC CONSEIL;504780545;True;;;;https://www.publicconseil.com;;FRANCE;;SIREN;LA CELLE ST CLOUD;Cabinet de conseils
950;"UNION NAL POISSONNERIE FR U.N.P.F.
6 rue des Frères Montgolfier ZA la Tourelle 2
22400 Noyal";22400;;19/12/2017 09:10:00;True;False;UNION NATIONALE DE LA POISSONNERIE FRANCAISE U.N.P.F.;527610612;False;;;;http://www.uniondelapoissonnerie.org/;;FRANCE;UNPF;SIREN;Noyal;Syndicat
951;;75014;01/04/2019 08:52:27;30/04/2018 15:23:22;True;True;CONSEIL NATIONAL DES ETABLISSEMENTS THERMAUX;444282537;True;;;;http://www.medecinethermale.fr;;FRANCE;CNETH;SIREN;PARIS;Organisation professionnelle
952;"13 rue de Ligne
";1000;;27/05/2019 16:36:31;True;False;LOUIS DELHAIZE - COMPAGNIE FRANCO-BELGE D'ALIMENTATION;H126556351;False;;;;;;Belgique;;HATVP;Bruxelles;Société commerciale
953;"AVRIL
11 AU 13
11 RUE DE MONCEAU
CS 60003";75378;29/03/2019 12:39:32;18/12/2017 11:39:47;True;False;AVRIL;799403050;True;;;;http://www.groupeavril.com/fr;;FRANCE;;SIREN;PARIS CEDEX 08;Société commerciale
954;"METRO CASH & CARRY FRANCE
METRO ON LINE MAKRO ON LINE METRO
ZONE ARTISANALE DU PETIT NANTERRE
5 RUE DES GRANDS PRES";92024;;14/11/2017 12:22:04;True;False;METRO CASH & CARRY FRANCE;399315613;False;;;;https://www.metro.fr/;;FRANCE;METRO;SIREN;NANTERRE CEDEX;Société commerciale
955;"UNISMED CONSEIL
UNISMED
127 RUE AMELOT";75011;29/03/2019 15:53:58;13/09/2018 12:06:26;False;False;ATELIER RECHERCHE TRAITEMENT ET MEDIATION INTERCULTURELLE ET SOCIALE - ARTEMIS;481176915;True;;;;;;FRANCE;;SIREN;PARIS;Association
956;"SYNDICAT DES PRODUCTEURS ET CRÉATEURS DE PROGRAMMES AUDIOVISUELS

5 RUE CERNUSCHI
";75017;18/04/2019 12:15:11;01/06/2018 13:57:07;True;True;SYNDICAT DES PRODUCTEURS ET CREATEURS D EMISSIONS DE TELEVISION;488972969;True;;;https://twitter.com/Spect_prod;http://spect.fr;;FRANCE;;SIREN;PARIS;Syndicat
