action_menee;action_representation_interet_id;action_menee_autre
Etablir une correspondance régulière (par courriel, par courrier…);8271;
Autres : à préciser;8272;Saisine de la CNDP pour la désignation de garants sur le projet Cigéo
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8273;
Etablir une correspondance régulière (par courriel, par courrier…);8273;
Organiser des discussions informelles ou des réunions en tête-à-tête;8274;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8274;
Organiser des discussions informelles ou des réunions en tête-à-tête;8275;
Organiser des discussions informelles ou des réunions en tête-à-tête;8276;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8276;
Organiser des discussions informelles ou des réunions en tête-à-tête;8277;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8277;
Organiser des discussions informelles ou des réunions en tête-à-tête;8278;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8278;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8278;
Organiser des discussions informelles ou des réunions en tête-à-tête;8279;
Organiser des discussions informelles ou des réunions en tête-à-tête;8280;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8280;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8280;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8281;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8281;
Etablir une correspondance régulière (par courriel, par courrier…);8281;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8282;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8282;
Etablir une correspondance régulière (par courriel, par courrier…);8282;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8283;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8283;
Etablir une correspondance régulière (par courriel, par courrier…);8283;
Organiser des discussions informelles ou des réunions en tête-à-tête;8284;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8284;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8284;
Envoyer des pétitions, lettres ouvertes, tracts;8284;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8285;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8286;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8287;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8288;
Autres : à préciser;8289;Question Parlementaire
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8290;
Organiser des discussions informelles ou des réunions en tête-à-tête;8291;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8291;
Organiser des discussions informelles ou des réunions en tête-à-tête;8292;
Etablir une correspondance régulière (par courriel, par courrier…);8292;
Organiser des discussions informelles ou des réunions en tête-à-tête;8293;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8293;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8293;
Etablir une correspondance régulière (par courriel, par courrier…);8293;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8293;
Organiser des discussions informelles ou des réunions en tête-à-tête;8294;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8294;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8294;
Envoyer des pétitions, lettres ouvertes, tracts;8294;
Etablir une correspondance régulière (par courriel, par courrier…);8294;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8294;
Organiser des discussions informelles ou des réunions en tête-à-tête;8295;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8295;
Etablir une correspondance régulière (par courriel, par courrier…);8296;
Etablir une correspondance régulière (par courriel, par courrier…);8297;
Organiser des discussions informelles ou des réunions en tête-à-tête;8298;
Etablir une correspondance régulière (par courriel, par courrier…);8298;
Organiser des discussions informelles ou des réunions en tête-à-tête;8299;
Organiser des discussions informelles ou des réunions en tête-à-tête;8300;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8301;
Etablir une correspondance régulière (par courriel, par courrier…);8301;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8302;
Organiser des discussions informelles ou des réunions en tête-à-tête;8303;
Organiser des discussions informelles ou des réunions en tête-à-tête;8304;
Etablir une correspondance régulière (par courriel, par courrier…);8304;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8305;
Organiser des discussions informelles ou des réunions en tête-à-tête;8306;
Etablir une correspondance régulière (par courriel, par courrier…);8306;
Organiser des discussions informelles ou des réunions en tête-à-tête;8307;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8308;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8308;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8309;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8310;
Etablir une correspondance régulière (par courriel, par courrier…);8310;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8311;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8312;
Etablir une correspondance régulière (par courriel, par courrier…);8312;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8313;
Etablir une correspondance régulière (par courriel, par courrier…);8313;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8314;
Etablir une correspondance régulière (par courriel, par courrier…);8314;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8315;
Etablir une correspondance régulière (par courriel, par courrier…);8315;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8316;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8317;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8318;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8319;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8320;
Etablir une correspondance régulière (par courriel, par courrier…);8320;
Organiser des discussions informelles ou des réunions en tête-à-tête;8321;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8321;
Etablir une correspondance régulière (par courriel, par courrier…);8321;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8322;
Organiser des discussions informelles ou des réunions en tête-à-tête;8323;
Etablir une correspondance régulière (par courriel, par courrier…);8323;
Organiser des discussions informelles ou des réunions en tête-à-tête;8324;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8324;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8325;
Etablir une correspondance régulière (par courriel, par courrier…);8325;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8326;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8327;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8328;
Etablir une correspondance régulière (par courriel, par courrier…);8328;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8329;
Etablir une correspondance régulière (par courriel, par courrier…);8329;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8330;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8331;
Etablir une correspondance régulière (par courriel, par courrier…);8331;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8332;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8333;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8334;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8334;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8335;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8336;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8336;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8337;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8338;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8339;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8340;
Organiser des discussions informelles ou des réunions en tête-à-tête;8341;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8341;
Organiser des discussions informelles ou des réunions en tête-à-tête;8342;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8342;
Etablir une correspondance régulière (par courriel, par courrier…);8342;
Organiser des discussions informelles ou des réunions en tête-à-tête;8343;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8343;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8343;
Etablir une correspondance régulière (par courriel, par courrier…);8343;
Organiser des discussions informelles ou des réunions en tête-à-tête;8344;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8344;
Organiser des discussions informelles ou des réunions en tête-à-tête;8345;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8345;
Organiser des discussions informelles ou des réunions en tête-à-tête;8346;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8346;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8346;
Etablir une correspondance régulière (par courriel, par courrier…);8346;
Organiser des discussions informelles ou des réunions en tête-à-tête;8347;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8347;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8347;
Etablir une correspondance régulière (par courriel, par courrier…);8347;
Organiser des discussions informelles ou des réunions en tête-à-tête;8348;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8348;
Organiser des discussions informelles ou des réunions en tête-à-tête;8349;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8349;
Organiser des discussions informelles ou des réunions en tête-à-tête;8350;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8350;
Organiser des discussions informelles ou des réunions en tête-à-tête;8351;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8351;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8351;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8352;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8353;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8353;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8354;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8355;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8356;
Organiser des discussions informelles ou des réunions en tête-à-tête;8357;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8357;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8357;
Etablir une correspondance régulière (par courriel, par courrier…);8357;
Organiser des discussions informelles ou des réunions en tête-à-tête;8358;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8358;
Etablir une correspondance régulière (par courriel, par courrier…);8358;
Organiser des discussions informelles ou des réunions en tête-à-tête;8359;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8359;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8359;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8359;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8360;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8361;
Organiser des discussions informelles ou des réunions en tête-à-tête;8362;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8362;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8362;
Organiser des discussions informelles ou des réunions en tête-à-tête;8363;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8363;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8363;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8364;
Organiser des discussions informelles ou des réunions en tête-à-tête;8365;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8365;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8365;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8365;
Organiser des discussions informelles ou des réunions en tête-à-tête;8366;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8366;
Organiser des discussions informelles ou des réunions en tête-à-tête;8367;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8367;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8367;
Organiser des discussions informelles ou des réunions en tête-à-tête;8368;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8368;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8368;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8368;
Organiser des discussions informelles ou des réunions en tête-à-tête;8369;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8369;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8369;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8370;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8371;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8371;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8372;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8372;
Organiser des discussions informelles ou des réunions en tête-à-tête;8373;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8373;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8373;
Etablir une correspondance régulière (par courriel, par courrier…);8373;
Organiser des discussions informelles ou des réunions en tête-à-tête;8374;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8374;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8374;
Etablir une correspondance régulière (par courriel, par courrier…);8374;
Organiser des discussions informelles ou des réunions en tête-à-tête;8375;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8375;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8375;
Etablir une correspondance régulière (par courriel, par courrier…);8375;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8376;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8376;
Organiser des discussions informelles ou des réunions en tête-à-tête;8377;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8377;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8377;
Etablir une correspondance régulière (par courriel, par courrier…);8377;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8377;
Organiser des discussions informelles ou des réunions en tête-à-tête;8378;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8378;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8378;
Organiser des discussions informelles ou des réunions en tête-à-tête;8379;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8379;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8379;
Etablir une correspondance régulière (par courriel, par courrier…);8379;
Organiser des discussions informelles ou des réunions en tête-à-tête;8380;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8380;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8381;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8382;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8382;
Organiser des discussions informelles ou des réunions en tête-à-tête;8383;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8383;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8383;
Organiser des discussions informelles ou des réunions en tête-à-tête;8384;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8384;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8384;
Organiser des discussions informelles ou des réunions en tête-à-tête;8385;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8385;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8385;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8386;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8386;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8387;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8388;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8389;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8389;
Organiser des discussions informelles ou des réunions en tête-à-tête;8390;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8390;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8390;
Organiser des discussions informelles ou des réunions en tête-à-tête;8391;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8391;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8391;
Organiser des discussions informelles ou des réunions en tête-à-tête;8392;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8392;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8392;
Organiser des discussions informelles ou des réunions en tête-à-tête;8393;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8393;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8393;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8393;
Organiser des discussions informelles ou des réunions en tête-à-tête;8394;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8394;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8394;
Organiser des discussions informelles ou des réunions en tête-à-tête;8395;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8395;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8395;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8395;
Organiser des discussions informelles ou des réunions en tête-à-tête;8396;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8396;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8396;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8396;
Organiser des discussions informelles ou des réunions en tête-à-tête;8397;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8397;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8397;
Etablir une correspondance régulière (par courriel, par courrier…);8397;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8397;
Organiser des discussions informelles ou des réunions en tête-à-tête;8398;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8398;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8398;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8398;
Organiser des discussions informelles ou des réunions en tête-à-tête;8399;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8399;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8399;
Etablir une correspondance régulière (par courriel, par courrier…);8399;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8399;
Organiser des discussions informelles ou des réunions en tête-à-tête;8400;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8400;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8400;
Organiser des discussions informelles ou des réunions en tête-à-tête;8401;
Etablir une correspondance régulière (par courriel, par courrier…);8401;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8401;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8402;
Organiser des discussions informelles ou des réunions en tête-à-tête;8403;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8403;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8403;
Organiser des discussions informelles ou des réunions en tête-à-tête;8404;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8404;
Etablir une correspondance régulière (par courriel, par courrier…);8404;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8404;
Organiser des discussions informelles ou des réunions en tête-à-tête;8405;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8405;
Etablir une correspondance régulière (par courriel, par courrier…);8405;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8405;
Organiser des discussions informelles ou des réunions en tête-à-tête;8406;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8406;
Etablir une correspondance régulière (par courriel, par courrier…);8406;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8406;
Organiser des discussions informelles ou des réunions en tête-à-tête;8407;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8407;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8407;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8408;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8408;
Etablir une correspondance régulière (par courriel, par courrier…);8408;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8408;
Organiser des discussions informelles ou des réunions en tête-à-tête;8409;
Etablir une correspondance régulière (par courriel, par courrier…);8409;
Organiser des discussions informelles ou des réunions en tête-à-tête;8410;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8410;
Etablir une correspondance régulière (par courriel, par courrier…);8410;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8410;
Organiser des discussions informelles ou des réunions en tête-à-tête;8411;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8411;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8411;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8411;
Etablir une correspondance régulière (par courriel, par courrier…);8411;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8411;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8411;
Autres : à préciser;8412;Participation à un groupe de travail organisé par la Direction Générale de l'aviation civile
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8412;Participation à un groupe de travail organisé par la Direction Générale de l'aviation civile
Etablir une correspondance régulière (par courriel, par courrier…);8412;Participation à un groupe de travail organisé par la Direction Générale de l'aviation civile
Autres : à préciser;8413;Réunions et groupes de travail avec les spécialistes du ministère concerné
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8413;Réunions et groupes de travail avec les spécialistes du ministère concerné
Etablir une correspondance régulière (par courriel, par courrier…);8413;Réunions et groupes de travail avec les spécialistes du ministère concerné
Organiser des discussions informelles ou des réunions en tête-à-tête;8414;
Etablir une correspondance régulière (par courriel, par courrier…);8414;
Autres : à préciser;8415;Réunions et Groupes de travail avec les responsables de l'administration concernée
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8415;Réunions et Groupes de travail avec les responsables de l'administration concernée
Etablir une correspondance régulière (par courriel, par courrier…);8415;Réunions et Groupes de travail avec les responsables de l'administration concernée
Autres : à préciser;8416;Réunion et groupes de travail avec les spécialistes du ministère concerné
Etablir une correspondance régulière (par courriel, par courrier…);8416;Réunion et groupes de travail avec les spécialistes du ministère concerné
Autres : à préciser;8417;Réunions et Groupes de travail avec les responsables du ministère concerné
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8417;Réunions et Groupes de travail avec les responsables du ministère concerné
Etablir une correspondance régulière (par courriel, par courrier…);8417;Réunions et Groupes de travail avec les responsables du ministère concerné
Autres : à préciser;8418;Réunions et Groupes de travail avec les responsables du ministère concerné
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8418;Réunions et Groupes de travail avec les responsables du ministère concerné
Etablir une correspondance régulière (par courriel, par courrier…);8418;Réunions et Groupes de travail avec les responsables du ministère concerné
Organiser des débats publics, des marches, des stratégies d'influence sur internet;8419;
Organiser des discussions informelles ou des réunions en tête-à-tête;8420;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;8420;
Etablir une correspondance régulière (par courriel, par courrier…);8420;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8420;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;8421;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8422;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;8422;
Organiser des discussions informelles ou des réunions en tête-à-tête;8423;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8424;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8425;
Etablir une correspondance régulière (par courriel, par courrier…);8425;
Organiser des discussions informelles ou des réunions en tête-à-tête;8426;
Etablir une correspondance régulière (par courriel, par courrier…);8426;
Organiser des discussions informelles ou des réunions en tête-à-tête;8427;
Etablir une correspondance régulière (par courriel, par courrier…);8427;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8428;
Etablir une correspondance régulière (par courriel, par courrier…);8428;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8429;
Etablir une correspondance régulière (par courriel, par courrier…);8429;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8430;
Etablir une correspondance régulière (par courriel, par courrier…);8430;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8431;
Etablir une correspondance régulière (par courriel, par courrier…);8431;
Etablir une correspondance régulière (par courriel, par courrier…);8432;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8433;
Etablir une correspondance régulière (par courriel, par courrier…);8433;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8434;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8435;
Etablir une correspondance régulière (par courriel, par courrier…);8435;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8436;
Etablir une correspondance régulière (par courriel, par courrier…);8436;
Etablir une correspondance régulière (par courriel, par courrier…);8437;
Organiser des discussions informelles ou des réunions en tête-à-tête;8438;
Etablir une correspondance régulière (par courriel, par courrier…);8438;
Etablir une correspondance régulière (par courriel, par courrier…);8439;
Etablir une correspondance régulière (par courriel, par courrier…);8440;
Organiser des discussions informelles ou des réunions en tête-à-tête;8441;
Etablir une correspondance régulière (par courriel, par courrier…);8441;
Organiser des discussions informelles ou des réunions en tête-à-tête;8442;
Etablir une correspondance régulière (par courriel, par courrier…);8442;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8443;
Etablir une correspondance régulière (par courriel, par courrier…);8443;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8444;
Etablir une correspondance régulière (par courriel, par courrier…);8444;
Organiser des discussions informelles ou des réunions en tête-à-tête;8445;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8445;
Organiser des discussions informelles ou des réunions en tête-à-tête;8446;
Etablir une correspondance régulière (par courriel, par courrier…);8446;
Organiser des discussions informelles ou des réunions en tête-à-tête;8447;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8447;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8447;
Envoyer des pétitions, lettres ouvertes, tracts;8447;
Etablir une correspondance régulière (par courriel, par courrier…);8447;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8447;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8448;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8448;
Envoyer des pétitions, lettres ouvertes, tracts;8448;
Etablir une correspondance régulière (par courriel, par courrier…);8448;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8448;
Organiser des discussions informelles ou des réunions en tête-à-tête;8449;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8449;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8450;
Etablir une correspondance régulière (par courriel, par courrier…);8451;
Etablir une correspondance régulière (par courriel, par courrier…);8452;
Organiser des discussions informelles ou des réunions en tête-à-tête;8453;
Envoyer des pétitions, lettres ouvertes, tracts;8453;
Etablir une correspondance régulière (par courriel, par courrier…);8453;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8453;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8453;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8454;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8454;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8454;
Etablir une correspondance régulière (par courriel, par courrier…);8454;
Organiser des discussions informelles ou des réunions en tête-à-tête;8455;
