representants_id;denomination_client;identifiant_national_client;type_identifiant_national_client
721;MUTUELLE INDUS AERONAUT SPATIAL CONNEXES;785280884;SIREN
721;MUT PERSO ORGAN SOCIA SIMIL REG TOULOUSE;776950602;SIREN
721;MUTUELLE ENTREPRISE UGINE GUEUGNON N°341;778588111;SIREN
721;MUTUELLE FAMILIALE  ALSTHOM RATEAU;341020667;SIREN
721;SOC MUTUALISTE CHIRURGIEN COMPLEMENT BDF;775657125;SIREN
721;MUTUELLE SANTE EIFFAGE ENERGIE;391526225;SIREN
721;OCIANE;434243085;SIREN
721;LA MUTUELLE DES ETUDIANTS;431791672;SIREN
721;SOLID MUTUA ASS TRAVA INDEP SALAR FRANCE;781166293;SIREN
721;MUTUELLE SOLIDARITE AERONAUTIQUE;419542063;SIREN
721;MUTUELLE MIEUX ETRE;775659907;SIREN
721;MUTUELLE INTEGRANCE;340359900;SIREN
721;MUTUELLE GENERALE DES AFFAIRES SOCIALES;784301475;SIREN
721;MUTUELLE BLEUE;775671993;SIREN
721;REUNICA MUTUELLE;432836849;SIREN
721;CCMO MUTUELLE;780508073;SIREN
721;MUTUELLE SAINT AUBANNAISE;390998466;SIREN
721;MUTUELLE GOODYEAR DUNLOP FRANCE;391416591;SIREN
721;SOC MUTUALISTE PERNOD;444269187;SIREN
721;MUTUELLE FAMIL CHEMINOTS DE FRANCE;784394413;SIREN
721;MUTUELLE DU GROUPE RATP;775671969;SIREN
721;CENTRE MUTUALISTE INTERPROFESSIONNEL;339420226;SIREN
721;GROUPEMENT DE PREVOYANCE FACIA;775589203;SIREN
721;MUTUELLE GENERALE DE LA DISTRIBUTION;429211469;SIREN
721;MUTUELLE MMH;784608754;SIREN
721;LES MUTUELLES ENSEMBLE;443756770;SIREN
721;MUTUELLE 403;781166210;SIREN
721;MUTUELLE GENERALE INTERPROFESSIONNELLE;437994205;SIREN
721;MUT ASSUR PERSON EXTERIEUR SAL GPT AXA;333574390;SIREN
721;SOCIETE MUTUALISTE LA CHOLETAISE;315519231;SIREN
721;GROUPE DES MUTUELLES INDEPENDANTES;783376270;SIREN
721;MUTUELLE PERSONNELS CPAMIF ORGAN SOCIAUX;784394363;SIREN
721;AMELLIS MUTUELLES;775597768;SIREN
721;MUTUELLE UNION DU COMMERCE ET DES SCOP;788108546;SIREN
721;FEDERATION DES MUTUELLES DE FRANCE;784411068;SIREN
721;MATMUT MUTUALITE;775701485;SIREN
721;HARMONIE MUTUELLES;479834012;SIREN
721;MUTUELLE DES CHAMBRES COMMERCE INDUSTRIE;784718355;SIREN
721;SOC MUT AUTEURS COMPOS EDITEURS MUSIQUE;784410771;SIREN
721;MUTUELLE FAMILIALE;784442915;SIREN
721;HARMONIE FONCTION PUBLIQUE;790314017;SIREN
721;MUTUELLE DU GROUPE BNP PARIBAS;784410847;SIREN
721;MUTUEL ENT PERS SOC DES EAUX MARSEILLE;775559651;SIREN
721;HARMONIE MUTUELLE;538518473;SIREN
721;MUTUELLE DES ELUS LOCAUX;388887259;SIREN
721;MUTUELLES DU SOLEIL LIVRE II;782395511;SIREN
721;MACIF-MUTUALITE;779558501;SIREN
721;APIVIA MUTUELLE;775709710;SIREN
721;MUTUELLE NAT HOSPIT PROF SANTE SOCIAL;775606361;SIREN
721;GROUPE FRANCE MUTUELLE;784492084;SIREN
721;MUTUELLE CYBELE SOLIDARITE;443885355;SIREN
721;MUTUELLE DU PERSONNEL DE LA MUTUALITE FRANCILIENNE;442763595;SIREN
721;MUTUELLE DE NATIXIS;784312860;SIREN
721;MUTUELLE UMC;529168007;SIREN
721;MUTUELLE DU PERSONNEL GPE SOC GEN;784410805;SIREN
721;CAISSE NATIONALE MUTUALISTE PREVOYANCE SANTE;784492100;SIREN
721;MUTUELLE DE PONTOISE;333212561;SIREN
721;MUTUELLE GENERALE SANTE;785476003;SIREN
721;MUTUELLE FACOM;444060099;SIREN
721;MUTUELLE GENERALE DES CHEMINOTS;775678550;SIREN
721;GRAND EST MUTUELLE DITE RADIANCE GROUPE HUMANIS GRAND EST;483747333;SIREN
721;MUTUELLE INTERIALE;775685365;SIREN
721;LA MUTUELLE INTERIALE ENTREPRISES ET EXPATRIES;784647323;SIREN
721;LA MUTUELLE VERTE;309104099;SIREN
721;UNION NATIONALE MUTUELLES D' ENTREPRISES;414111930;SIREN
721;MUTAERO;776950610;SIREN
721;SOC MUT PERSO ACTIF RETRAITE LA MARQUE;390550986;SIREN
721;MUT EST;442907127;SIREN
721;MUTUELLE DU PERSONNEL DES AGF;442882411;SIREN
721;LA FRATERNELLE MUTUELLE INTERENTREPRISES;302999115;SIREN
721;MUTUELLE NATIONALE PERSO ETS MICHELIN;382046464;SIREN
721;MUTUELLE SOCIETE MARSEILLAISE CREDIT;344756358;SIREN
721;MUTUELLE METIERS ELECTRONIQUE INFORMATI;391399052;SIREN
721;MUTUELLE DU MINISTERE DE LA JUSTICE;775657521;SIREN
721;TERRITORIA MUTUELLE;483041307;SIREN
721;MUTUELLE DES HOPITAUX DE LA VIENNE;314685835;SIREN
721;MUTUELLE COMPLEMENTAIRE D'ALSACE;778900027;SIREN
721;MUTUELLE INTERGROUP D'ENTRAIDE;784275885;SIREN
721;MUT UNION NATIONALE DES COMBATTANTS;784360661;SIREN
721;SOC MUTUALISTE INTERPROFESSIONNELLE;784669954;SIREN
721;MUT ACCIDENTS CONFED GEN OEUVRES LAIQUES;331903757;SIREN
721;MUTUELLE SERVIR;311426811;SIREN
721;SOC MUT PERSONNEL DES MMA & SES FILIALES;352003180;SIREN
721;AVENIR SANTE MUTUELLE;775671951;SIREN
721;SUD-OUEST MUTUALITE;777169079;SIREN
721;M.B.A MUTUELLE;777749409;SIREN
721;MUTUELLE GENERALE DES ETUDIANTS DE L EST;783332448;SIREN
721;PAVILLON PREVOYANCE;442978086;SIREN
721;LA SOLIDARITE D AQUITAINE;781848221;SIREN
721;SOC MUTUALISTE LA FRATERNELLE;327202487;SIREN
721;MUTUELLE LE LIBRE CHOIX;783747793;SIREN
721;MUTUELLE DU PAYS HAUT;783303209;SIREN
721;CHORUM;784621419;SIREN
721;MUTUELLE JURASSIENNE   MUTI;778396507;SIREN
721;CAISSE PREVOYANCE MULHOUSIENNE;775642598;SIREN
721;MUTUELLE DE PREVOYANCE ET DE SANTE;432683787;SIREN
721;MUTUELLE DE L'OISE AGENTS TERRITORIAUX;780508081;SIREN
721;MUTUELLE PREVOYANCE INTERPROFESSIONNELLE;775659378;SIREN
721;MCLR;308708650;SIREN
721;LA PREVOYANCE ARTISANALE COM SALARIALE;778868513;SIREN
721;MUTUELLE INTERPROFESSIONNELLE;776042327;SIREN
721;SOLIDARITE RUR ET URBAINE ALSACE;778847301;SIREN
721;MUTUELLE LA VENDARGUOISE;443821624;SIREN
721;MUTUELLE LOU CLAPAS L'AVEYRONNAISE;443911342;SIREN
721;MUTUELLE LA FRATERNELLE;776011330;SIREN
721;MUTUELLE INTERENTREPRISES DES CAVES;776744690;SIREN
721;MUTUELLE AERONAUTIQUE BOUGUENAIS;342826575;SIREN
721;MUTUELLE GANGEOISE;776001158;SIREN
721;MUTAG;382556900;SIREN
721;MUTUELLE DU PIC SAINT LOUP LA SCOLAIRE;443826144;SIREN
721;MICILS;302927553;SIREN
721;MUTUELLE GENERALE PREVOYANCE SOCIALE;320377906;SIREN
721;LA FRATERNELLE;443820691;SIREN
721;MUTUELLE LA MARSILLARGUOISE;350177226;SIREN
721;BANQUE POPULAIRE MUTUALITE;429873706;SIREN
721;MUTUELLE LA PHILANTHROPIQUE;441213022;SIREN
721;MUTUELLE LA FRATERNITE;443815196;SIREN
721;MUTUELLE INTERP LES MENAGES PREVOYANTS;785151689;SIREN
721;MUTUELLE GEODIS;442930939;SIREN
732;LABORATOIRES INNOTHERA;388422594;SIREN
732;CHAMBRE SYNDICALE NATIONALE DES DEPOSITAIRES DE PRODUITS PHARMACEUTIQUES;W543006814;RNA
732;ABIOMED SARL;493431480;SIREN
732;ACTELION PHARMACEUTICALS FRANCE;432410686;SIREN
732;ASS FRANCAISE CONTRE LES MYOPATHIES;775609571;SIREN
732;BIOLOG-ID;481216430;SIREN
732;DOC.FR GROUP;821433984;SIREN
732;FED NAT SOCIETES ANONYMES FONDATION HLM;434857009;SIREN
732;FONDATION MALADIES RARES;751931445;SIREN
732;AGIR POUR L'AUDITION;823250410;SIREN
732;LABORATOIRES MACORS;378506927;SIREN
732;LABORATOIRES MAJORELLE;437938947;SIREN
732;MEDTRONIC FRANCE;722008232;SIREN
732;MSD VACCINS;392032934;SIREN
732;NANOBIOTIX;447521600;SIREN
732;BLUEBIRD BIO ( FR) SAS;833637507;SIREN
732;WELEDA;945850246;SIREN
732;AXA ASSISTANCE FRANCE;311338339;SIREN
732;SANDOZ;552123341;SIREN
732;ALMIRALL SAS;403070832;SIREN
732;ONCOMEDICS;491352779;SIREN
732;TAKEDA FRANCE SAS;785750266;SIREN
732;AEGERION PHARMACEUTICALS;534195599;SIREN
732;AMGEN SAS;377998679;SIREN
732;INTERCEPT PHARMA FRANCE SAS;814555173;SIREN
732;INTUITIVE SURGICAL SA;417889177;SIREN
732;JANSSEN CILAG;562033068;SIREN
732;MOLNLYCKE HEALTH CARE;383197472;SIREN
732;PANPHARMA;328297841;SIREN
732;SIGVARIS;384137857;SIREN
732;THUASNE;542091186;SIREN
734;EIFFAGE INFRASTRUCTURES;542094792;SIREN
734;APRR;016250029;SIREN
734;EIFFAGE ENERGIE;775673031;SIREN
734;EIFFAGE CONSTRUCTION;552000762;SIREN
735;LE JARDIN D'ACCLIMATATION;582110995;SIREN
735;GRANDS MAGASINS DE LA SAMARITAINE;775656309;SIREN
735;SOCIETE D'EXPLOITATION DE LA GRANDE EPICERIE DE PARIS;380356592;SIREN
735;MOET HENNESSY;338228414;SIREN
735;LOUIS VUITTON MALLETIER;318571064;SIREN
735;PARFUMS CHRISTIAN DIOR;552065187;SIREN
735;GUERLAIN SOCIETE ANONYME;582022265;SIREN
735;SEPHORA;393712286;SIREN
735;LE BON MARCHE  MAISON ARISTIDE BOUCICAUT;414728337;SIREN
735;LVMH FRAGRANCE BRANDS;572082253;SIREN
735;MAKE UP FOR EVER;318309267;SIREN
735;GIVENCHY;552051229;SIREN
735;KENZO;402180194;SIREN
735;GROUPE LES ECHOS SA;349037366;SIREN
735;CHRISTIAN DIOR COUTURE;612035832;SIREN
735;CELINE;572034361;SIREN
735;CHAUMET INTERNATIONAL SA.;342966942;SIREN
735;FRED PARIS;582088159;SIREN
741;GLOCK Ges.m.b.H.;H320413017;HATVP
743;FORMATION PREVENTION SECURITE GENERALE;413912296;SIREN
743;ALAJI;314766056;SIREN
743;AGRO FORM ORGANISME FORMATION;344656277;SIREN
743;INTERFOR;303408447;SIREN
743;IRFA ENTREPRISES;413386509;SIREN
743;ASS MAISON FAMILIALE ET INSTITUT, RURAL;778356311;SIREN
743;INSTITUT DE FORMATION AUX CARRIERES ADMINISTRATIVES SANITAIRES ET SOCIALES;187609029;SIREN
743;ASSOCIATION DE FORMATION POUR LA COOPERATION ET LA PROMOTION PROFESSIONNELLE MEDITERRANEENNE;302382395;SIREN
743;AMPHIA CONSEIL ET FORMATION;419280813;SIREN
743;INSTITUT DE FORMATION PROFESSIONNELLE;443255849;SIREN
743;BLUE CONCEPT;447556119;SIREN
743;IESC FORMATION;452632268;SIREN
743;ATON FORMATION;490229119;SIREN
743;INSTITUT DE FORMATION DE CONSEIL ET D'AUDIT;537763351;SIREN
743;ASS READAPTATION FORMAT PROFESSIONNELLE;778954305;SIREN
743;CTRE RECHERCHES ETUDES FORMATION ORGANIS;783714819;SIREN
743;ADAPECO;794576991;SIREN
743;MAISON FAMILIALE RURALE;304382849;SIREN
743;INSUP AQUITAINE;317542025;SIREN
743;CEFIAC FORMATION;334325172;SIREN
743;ASSOC GESTION FORMATION PROFES SUPERIEUR;338730666;SIREN
743;INST ETUDE INTEGR NOUV TECH TECHNOLOGIES;342384815;SIREN
743;CONSEIL FORMATION PREVENTION SECURITE   C.F.P.S.;352448948;SIREN
743;ACTE 1;390134674;SIREN
743;CENTRE EUROPEEN DE FORMATION PROFESSIONNELLE;394283360;SIREN
743;C'CONFORM;400815130;SIREN
743;ASSISTANCE SECURITE SYSTEMS;401653092;SIREN
743;C.S.D. -F.A.C.E.S.;403514623;SIREN
743;ASSISTANCE FORMATION PREVENTION SECURITE;410608566;SIREN
743;AVENIR SERVICES FORMATION;420378630;SIREN
743;FORMAPLUS 3B;422853283;SIREN
743;C.F.S.I.;422865279;SIREN
743;INSTIT FORMAT CARRIERES COMMUNICAT VENTE;440263200;SIREN
743;AGENCY FOR SECURIT CONSULT TRAINING INT;443350962;SIREN
743;INST FORMATON PROFSECURITE TRAVAIL IFPST;444693329;SIREN
743;FORSEC;448424788;SIREN
743;ACTISS FORMATION;449422856;SIREN
743;A.I.F. CONSULTANT;451075956;SIREN
743;BATPI BUREA ASSIS TECHN PREV INCEN;453739328;SIREN
743;AERO TRAINING CENTER;454068065;SIREN
743;ASFORMATION;477646285;SIREN
743;ESIMA LYON - PERFORMANCES CONCEPT;477908172;SIREN
743;PROSFORMA;483705612;SIREN
743;CTRE QUALIFICAT A PREVENTION A SECUR;484639844;SIREN
743;ISCG ENTREPRISE;484753009;SIREN
743;A2CI.PREVENTION INCENDIE;487945388;SIREN
743;LUXANT INSTITUT;488796640;SIREN
743;EXIT CONSEIL;489471672;SIREN
743;GROUPE 9 ACADEMY;491373221;SIREN
743;F.A.C.S. FORMATION ASSISTANCE CONSEIL SECURITE;491631834;SIREN
743;AEROFORM INTERNATIONAL;494344013;SIREN
743;AGIR DOMAINE PREVENTION FORMATION;494402472;SIREN
743;2HL FORMATIONS;500795497;SIREN
743;COGAN CONSULTING;503290934;SIREN
743;ACCOMIATO FREDERIC;504413113;SIREN
743;MARIANNE STEPHANE;507985315;SIREN
743;H2S FORMATION;509137790;SIREN
743;EST FORMATIONS;511445041;SIREN
743;APREV;512584509;SIREN
743;CFI SECURITE ET ASSISTANCE;514811082;SIREN
743;MANAGEMENT GENERAL & GLOBAL SERVICES ET PAR ABREVIATION M2GS;515148732;SIREN
743;FORMATION INSERTION;519764153;SIREN
743;KM FORMATION;520432261;SIREN
743;ABSCISSE SECURITE FORMATION;520435017;SIREN
743;AG FORMATION;523476745;SIREN
743;LE CANIDE DE L'OLIVIER;524306305;SIREN
743;GLOBAL INTERNATIONAL SECURITY TRAINING;524984473;SIREN
743;EASY SUCCESS;528850001;SIREN
743;FORMATION AUDIT CONSEIL;532471364;SIREN
743;SARL ASS FORMATION;752743252;SIREN
743;MAISON FAMILIALE RURALE EDUCAT ORIENTAT;776356164;SIREN
743;MFR-CENTRE DE FORMATION MALTOT;780747549;SIREN
743;AB SUD FORMATION;788611481;SIREN
743;ECOLE DE FORMATION AUX METIERS DE LA SECURITE;791957442;SIREN
743;GPS  GROUPE PREVENTION  SECURITE;794195479;SIREN
743;FORMATION PRESTIGE;794486068;SIREN
743;B ET C FORMATION;795158294;SIREN
743;FORMATION RISQUES PROFESSIONNELS;800899718;SIREN
743;AVANCIA FORMATION;801983354;SIREN
743;HAUTE ECOLE DE LA SECURITE PRIVEE;802114330;SIREN
743;FORMEXPERT;803104181;SIREN
743;KRYSAL CONSULTING;803310838;SIREN
743;AZ SECURITE CONSEIL FORMATION;804313104;SIREN
743;A.F.M.S;808391460;SIREN
743;D.G.F - OI;808786610;SIREN
743;ASCALON FORMA-PRO;810916791;SIREN
743;MBC FORMATIONS;813077138;SIREN
743;ADSM CONSEILS FORMATIONS;813547635;SIREN
743;INGESEC FORMATIONS;813960531;SIREN
743;INSTITUT NATIONAL DE SURETE ET DE SECURITE INCENDIE;815081435;SIREN
743;CENTRE CANIN DU HAUT DE L'ARIZE;817902018;SIREN
743;JPM CONSEIL;817936594;SIREN
743;L4 FORMATION;818039679;SIREN
743;SNGS;318746609;SIREN
743;ORGANISATION DES SAUVETEURS SECOURISTES D URGENCE ET D AIDE A LA POPULATION;514142983;SIREN
743;TECHNIQUAL ENVIRONNEMENT;431639947;SIREN
743;THESEE FORMATION;440127918;SIREN
743;SPITALE BERNARD JEAN MARIE;501088793;SIREN
743;SECURITE PLUS FORMATION;522307941;SIREN
743;LAURENS LEPINAY ANNE;794174698;SIREN
743;SCIENCES-U LYON;351765870;SIREN
743;POINT BLEU;380428532;SIREN
743;MP FORMATIONS;383255064;SIREN
743;SAVOIE PREVENTION;410271084;SIREN
743;SOCIETE D'ELABORATION DE PROJETS TECHNIQUES;411565880;SIREN
743;PANTHERA FORMATION;442218095;SIREN
743;THETIS FRED BRUNO;444354674;SIREN
743;CENTRE DE FORMATION SAMSIC SECURITE;445120520;SIREN
743;RESEAU 3S QE;447745266;SIREN
743;ACTION.FORMATION;450103031;SIREN
743;SOLARIS DEVELOPPEMENT;480824473;SIREN
743;SOTEL FORMATION;483872701;SIREN
743;BRUN PHILIPPE;484440847;SIREN
743;POINT JAUNE;489316760;SIREN
743;PREVIS;490021565;SIREN
743;SECURITEAM OPTIONS FORMATION;492170535;SIREN
743;COUARD ERIC;501713853;SIREN
743;SECURITE PREMIUM FORMATION;508302213;SIREN
743;NOVAPREV;527841373;SIREN
743;TAMARISS FORMATION;535052005;SIREN
743;NCO FORMATIONS GLOBALES;800192072;SIREN
743;NOUVEL R FORMATION;802545293;SIREN
743;WORLD PRIVATE SECURITY TRAINING;810163303;SIREN
743;SARL VIGIE-FORMATION;819244831;SIREN
743;SECURITE ACTIV;823463880;SIREN
743;H.M. CYNOPHILE;514194117;SIREN
743;SECURITE ETUDES FORMATION;418626743;SIREN
748;GAZEL ENERGIE GENERATION;399361468;SIREN
748;GAZEL ENERGIE SOLUTIONS;501706170;SIREN
749;BDO FRANCE;500492004;SIREN
749;GRANT THORNTON;632013843;SIREN
749;MAZARS;784824153;SIREN
749;ERNST & YOUNG AUDIT;344366315;SIREN
749;PRICEWATERHOUSECOOPERS AUDIT;672006483;SIREN
749;PRICEWATERHOUSECOOPERS ADVISORY;338112733;SIREN
749;ERNST ET YOUNG ADVISORY;348006446;SIREN
749;ERNST & YOUNG SOCIETE D' AVOCATS;448683789;SIREN
749;MAZARS SAS;377505565;SIREN
749;GRANT THORNTON RISK MANAGEMENT;429429087;SIREN
749;GRANT THORNTON SOCIETE D'AVOCATS;752656017;SIREN
749;KPMG EXPERTISE ET CONSEIL;429012230;SIREN
749;KPMG;775726417;SIREN
749;PRICEWATERHOUSECOOPERS ENTREPRISES;632028627;SIREN
749;MAZARS SOCIETE D'AVOCATS;497765768;SIREN
749;PWC SOCIETE D'AVOCATS;712019801;SIREN
749;DELOITTE FINANCE;431347079;SIREN
749;DELOITTE CONSEIL;401948245;SIREN
749;TAJ;434480273;SIREN
749;K.P.M.G.CORPORATE FINANCE;330110917;SIREN
749;GRANT THORNTON CORPORATE FINANCE;417530722;SIREN
750;FEDERAL EXPRESS CORPORATION;351630371;SIREN
758;SA D'HLM LES FOYERS;609200258;SIREN
758;OFFICE PUBLIC DE L'HABITAT OPAC DE QUIMPER CORNOUAILLE;389244492;SIREN
758;HABITAT ET FONCIER BRETAGNE;307277053;SIREN
758;VANNES GOLFE HABITAT OPH;275600013;SIREN
758;SACICAP DU MORBIHAN;875680209;SIREN
758;BATIMENTS ET STYLES DE BRETAGNE;306261488;SIREN
758;OPH RENNES METROPOLE ARCHIPEL HABITAT;452200751;SIREN
758;SACICAP DU FINISTERE;375880143;SIREN
758;SA H L M LES AJONCS;867500027;SIREN
758;OFFICE PUBLIC DE L HABITAT DU MORBIHAN;275600047;SIREN
758;FOUGERES HABITAT OPH DU PAYS DE FOUGERES;431784743;SIREN
758;DOUARNENEZ HABITAT;272900028;SIREN
758;SOC HABITATION LOYER MODERE LA RANCE;896580131;SIREN
758;GUINGAMP HABITAT OFFICE PUBLIC DE L HABITAT;272200031;SIREN
758;LE LOGIS BRETON;375580701;SIREN
758;COOPERATIVE IMMOBILIERE DE BRETAGNE;777456153;SIREN
758;AXOFI (ACCESSION SOCIALE POUR LE FINISTERE);509041893;SIREN
758;SA D'HLM D'ARMORIQUE;635721400;SIREN
758;OFFICE PUBLIC DE L'HABITAT DE LA COMMUNAUTE D'AGGLOMERATION DU PAYS DE LORIENT;275600039;SIREN
758;OFFICE PUBLIC DE L HABITAT DE ST MALO AGGLOMERATION;415008861;SIREN
758;FINISTERE HABITAT;395301856;SIREN
758;TERRE ET BAIE HABITAT;272200023;SIREN
758;NEOTOA;347498370;SIREN
758;ESPACIL HABITAT;302494398;SIREN
758;SOCIETE ANONYME COOPERATIVE D'INTERET COLLECTIF D'HLM DE BRETAGNE (SOCOBRET);303587596;SIREN
758;HABITATION FAMILIALE;699200523;SIREN
758;AIGUILLON RESIDENCES;302382387;SIREN
758;LE FOYER D ARMOR;863500393;SIREN
758;OP'ACCESSION 35;492218433;SIREN
758;L'HABITATION FAMILIALE LORIENT BREST;854500469;SIREN
758;HF GESTION;794488221;SIREN
758;DINAN HABITAT;272200049;SIREN
758;BRETAGNE OUEST ACCESSION;519013171;SIREN
758;COTES D'ARMOR HABITAT OPH;272200015;SIREN
758;BREST METROPOLE HABITAT;350090619;SIREN
758;COOPALIS SA COOPERATIVE DE PRODUCTION D' H.L.M. A CAPITAL VARIABLE;496880337;SIREN
758;SA D'HLM  AIGUILLON CONSTRUCTION;699200051;SIREN
767;LIFE SCIENTIFIC LTD;810149559;SIREN
767;SAPEC AGRO FRANCE;808539936;SIREN
767;ADAMA FRANCE;349428532;SIREN
767;BAYER SAS;562038893;SIREN
767;BASF FRANCE SAS;542069158;SIREN
767;DOW AGROSCIENCES DISTRIBUTION;433934072;SIREN
767;BELCHIM CROP PROTECTION;432267805;SIREN
767;UPL FRANCE;752099010;SIREN
767;CERTIS EUROPE BV;440341360;SIREN
767;CHEMINOVA AGRO FRANCE;352320279;SIREN
767;DE SANGOSSE;300163896;SIREN
767;GOWAN FRANCE SAS;520833054;SIREN
767;NUFARM;552029068;SIREN
767;PHILAGRO FRANCE;389150582;SIREN
767;PHYTEUROP;666580352;SIREN
767;SBM DEVELOPPEMENT;399189224;SIREN
767;SUMI AGRO FRANCE;408602639;SIREN
767;ACTION PIN;399412683;SIREN
767;TRADI AGRI SA;313821365;SIREN
767;SYNGENTA FRANCE SAS;443716832;SIREN
772;ELIPSO LES ENTREPRISES DE L EMBALLAGE PLASTIQUE ET SOUPLE;302452768;SIREN
772;ALLIZE PLASTURGIE;779787001;SIREN
772;GROUPEMENT DES INDUSTRIES DE PLASTURGIE ET COMPOSITES;810668996;SIREN
772;GROUPEMENT PLASTURGIE AUTOMOBILE;433397049;SIREN
772;SYND TUBES ET RACCORDS EN PVC;405336702;SIREN
772;GROUPEM PLASTURGIE INDUST COMPOSITES;384785267;SIREN
772;GROUPEMENT INDUSTRIELS PLASTURGIE OUEST;409615572;SIREN
772;SYND FRANC ENDUCT CALANDREURS;784359564;SIREN
772;CENTRE TECHNIQUE INDUSTRIEL DE LA PLASTURGIE ET DES COMPOSITES;353969348;SIREN
777;VALOREM;395388739;SIREN
777;EDPR FRANCE HOLDING;797610730;SIREN
777;FONROCHE GEOTHERMIE;529770646;SIREN
785;UNION DES PRODUCTEURS LOCAUX D'ELECTRICITE;821102860;SIREN
785;JOUL;814450151;SIREN
785;GREENYELLOW;501657399;SIREN
785;ENI GAS & POWER FRANCE;451225692;SIREN
785;GAZ DE PARIS;510764335;SIREN
785;SOCIETE D'APPROVISIONNEMENT ET DE VENTE D'ENERGIES;530609668;SIREN
785;ENERCOOP;484223094;SIREN
785;OUI ENERGY;824763536;SIREN
785;TOTAL DIRECT ENERGIE;442395448;SIREN
789;L'ALLIANCE 7;381436666;SIREN
791;SAMSIC PROPRETE URBAINE;814632642;SIREN
791;PERSPECTIVE HABITAT;508402278;SIREN
791;AXTOM DEVELOPPEMENT;820975555;SIREN
791;BKI CONSULTING;820293785;SIREN
791;NOVAXIA;491385613;SIREN
791;LES VILLAGES D'OR;413123878;SIREN
791;DEMATHIEU ET BARD IMMOBILIER;353708746;SIREN
791;VIEBIS CONSEIL;503312746;SIREN
791;ELIOR GROUP;408168003;SIREN
795;NESPRESSO FRANCE;382597821;SIREN
795;SOC PRODUITS ALIMENT CAUDRY;317563054;SIREN
795;STE INDUSTRIELLE DE TRANSFORMATION DE PRODUITS AGRICOLES;435520028;SIREN
795;NESTLE PURINA PETCARE FRANCE;302079462;SIREN
795;NESTLE WATERS FRANCE;582022091;SIREN
795;NESTLE HEALTH SCIENCE FRANCE;319543948;SIREN
795;CEREAL PARTNERS FRANCE;379208077;SIREN
795;HERTA SAS;311043194;SIREN
798;NESTLE FRANCE;542014428;SIREN
798;UNILEVER FRANCE;552119216;SIREN
798;VANDEMOORTELE;812080471;SIREN
798;GIVAUDAN FRANCE;562063057;SIREN
798;L'ALLIANCE 7;381436666;SIREN
798;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
798;FERRERO FRANCE;602018897;SIREN
798;ROYALE LACROIX SA;390879955;SIREN
798;EUROROL;421559576;SIREN
798;LABEYRIE TRAITEUR SURGELES;521823484;SIREN
802;BATIFRANCE SERVICES 44;508127594;SIREN
802;BATIFRANCE SERVICES RH NE-ALPES;508128576;SIREN
802;NOVEA TECHNOLOGIES;522896562;SIREN
802;WELLINGTON PARTNERS;522493121;SIREN
802;INOA MANAGEMENT;530705326;SIREN
802;HIGHTEKERS;819317942;SIREN
802;ARCOM;488986431;SIREN
802;HELP DOM';508556495;SIREN
802;BFS PORTAGE;752284976;SIREN
802;POLE SERVICES;490527017;SIREN
802;PROFILIA;490523495;SIREN
802;BATIFRANCE SERVICES BRETAGNE;508127909;SIREN
802;BATIFRANCE SERVICES NORD;508127891;SIREN
802;BATIFRANCE SERVICES ILE-DE-FRANCE;508127974;SIREN
802;BATIFRANCE SERVICES LANGUEDOC-ROUSSILLON;508128063;SIREN
802;BATIFRANCE SERVICES NORD - PAS-DE-CALAIS;508128113;SIREN
802;BATIFRANCE SERVICES P-A-C-A;508128535;SIREN
802;MONCEAU ASSOCIES;532130424;SIREN
802;RHM MOBILITE CONSULTING;814220901;SIREN
802;SUD CONVERGENCES CONSEIL;535042709;SIREN
802;SUD CONVERGENCES PROVENCE;530665587;SIREN
802;TIPI;794664482;SIREN
802;AVS & CO;490525243;SIREN
802;BATIFRANCE SERVICES ATLANTIC;508127727;SIREN
802;BATIFRANCE SERVICES EST;508128022;SIREN
802;BATIFRANCE SERVICES MIDI-PYRENEES;508128048;SIREN
802;ASTON RESOURCES MANAGEMENT;819363524;SIREN
802;PEDAGOGIE PLUS ECOLE;751099649;SIREN
802;CEGELEM;834746034;SIREN
802;GENTLEMEN CODER;829018282;SIREN
802;IZYFREE PORTAGE;834050387;SIREN
802;LABEL-VIE;420137747;SIREN
802;PORTAGE ONLINE;837631449;SIREN
802;PORTAGE PARTNER;842359044;SIREN
802;TRANSVERSAL CONSULTING FRANCE;494549835;SIREN
802;VENTORIS SERVICES;494517543;SIREN
802;XELOR CONSULTING;503231565;SIREN
802;AEGID GROUP;839498011;SIREN
802;IES CONSEIL AEGID GROUP;839470705;SIREN
802;IES ENTREPRENEURS AEGID GROUP;839501590;SIREN
802;IES BIEN-ETRE AEGID GROUP;839470622;SIREN
802;CHEZ TOIT;498469279;SIREN
802;DIDAXIS AUDIT MANAGEMENT;827610015;SIREN
802;DIDAXIS CONSULTANT;504343393;SIREN
802;NEOPOL;424111573;SIREN
802;PORTAGE SOLUTIONS FRANCE;509482733;SIREN
802;UMALIS GROUP;508482767;SIREN
802;DIDAXIS DEVELOPPEMENT;792721094;SIREN
802;DIDAXIS DIGITAL SERVICES;827611005;SIREN
802;DIDAXIS ETUDES CONSEIL;792721367;SIREN
