civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
M;Président;POUËSSEL;Stéphane;1014;POUËSSEL Stéphane
M;Président;DUCHESNE;Frédéric;1015;DUCHESNE Frédéric
M;Directeur Général - Pharmacien responsable;ALDOSA;Régis;1015;ALDOSA Régis
MME;Présidente directrice générale;COUPET;Catherine;1016;COUPET Catherine
M;Directeur général France;HARSCOUET;Jacques-Yves;1016;HARSCOUET Jacques-Yves
M;Directeur général zone Nord Ouest Europe;LEGER;Bertrand;1016;LEGER Bertrand
M;Directeur général zone Europe Méditerranée;ACHOUR;Youssef;1016;ACHOUR Youssef
M;Directeur général zone Eurasie;ANGLADE;Julien;1016;ANGLADE Julien
M;Directeur général Amérique du Nord et Amérique centrale;CHAUDERLOT;Gaétan;1016;CHAUDERLOT Gaétan
M;Directeur général Amérique du Sud;PEREZ;Alexandre;1016;PEREZ Alexandre
M;Président;ZARADER;Raphaël;1017;ZARADER Raphaël
M;Directeur général;TROUVÉ;Nicolas;1017;TROUVÉ Nicolas
MME;Déléguée générale;MARESCHAL;Ingrid;1018;MARESCHAL Ingrid
M;Président;BARRAULT;Jean-Sébastien;1018;BARRAULT Jean-Sébastien
M;PRESIDENT;GRANDGUILLAUME;Laurent;1019;GRANDGUILLAUME Laurent
M;Vice-Président;DAVY DE VIRVILLE;Michel;1019;DAVY DE VIRVILLE Michel
M;Vice-Président;VALENTIN;Patrick;1019;VALENTIN Patrick
M;Président;GHARBI;Lamine;1020;GHARBI Lamine
M;Délégué Général;BALLEREAU;Michel;1020;BALLEREAU Michel
MME;Présidente;AUDRY;Régine;1021;AUDRY Régine
M;Secrétaire Général par interim;DAUPHIN;Frédéric;1021;DAUPHIN Frédéric
M;Président;VANEL;Hugues;1022;VANEL Hugues
MME;Présidente;BERTILLOT;Agnès;1023;BERTILLOT Agnès
MME;Secrétaire Générale;BURENS PITANCE;Anne Laure;1023;BURENS PITANCE Anne Laure
M;Gérant;MLINDASSE;Hamissi;1024;MLINDASSE Hamissi
MME;Présidente;GRUAT LAFORME;Cécile;1025;GRUAT LAFORME Cécile
M;PRESIDENT;BRZUSCZAK;Robert;1026;BRZUSCZAK Robert
M;Président Directeur Général;DERVILLE;Fabien;1027;DERVILLE Fabien
M;Directeur général délégué;MÉLIS;Olivier;1027;MÉLIS Olivier
M;Directeur général délégué;FLIPO;Alain;1027;FLIPO Alain
M;Directeur général délégué;FORNES;Ignacio;1027;FORNES Ignacio
M;Président;MARCHAL;Pascal;1028;MARCHAL Pascal
M;Trésorier;THIRY;Xavier;1028;THIRY Xavier
M;Partner;ADEL;Joshua;1029;ADEL Joshua
M;Président;GOGUET;Pierre;1030;GOGUET Pierre
M;Directeur général;FALCK;Bernard;1030;FALCK Bernard
M;Directeur Général;RICHARD;Louis-François;1031;RICHARD Louis-François
MME;Associée-gérante;GUERRIER;Manuelle;1032;GUERRIER Manuelle
M;Président;BARDET;Jean-Paul;1033;BARDET Jean-Paul
M;Président;RIEUNAU;Christophe;1034;RIEUNAU Christophe
M;Président;DUBREIL;Patrick;1035;DUBREIL Patrick
MME;Présidente;CHAPELOTTE;Patricia;1036;CHAPELOTTE Patricia
MME;Associée-gérante;SACHEL;Fanny;1037;SACHEL Fanny
M;PRESIDENT;PORCHER;Constant;1038;PORCHER Constant
M;VICE PRESIDENT;LAMOTTE;Richard;1038;LAMOTTE Richard
M;SECRETAIRE;MORIN;Christian;1038;MORIN Christian
M;TRESORIER;GERMAIN;Jacques;1038;GERMAIN Jacques
M;Directeur général délégué;LABOSSIÈRE;Gilles;1039;LABOSSIÈRE Gilles
M;Président directeur général;SEYDOUX;Henri;1039;SEYDOUX Henri
M;Président;THOMAS;Jean-Pierre;1040;THOMAS Jean-Pierre
M;Directeur;CREVEL;Philippe;1040;CREVEL Philippe
M;Président;MILLER;Emmanuel;1041;MILLER Emmanuel
M;Directeur Général;MALECAMP;Bruno;1041;MALECAMP Bruno
M;Directeur Général Délégué;NIEL;Xavier;1042;NIEL Xavier
M;Directeur Général Délégué;ASSAF;Rani;1042;ASSAF Rani
M;Directeur Général Délégué;BIDINOT;Alexis;1042;BIDINOT Alexis
M;Directeur Général;REYNAUD;Thomas;1042;REYNAUD Thomas
M;Directeur Général Délégué;LEVAVASSEUR;Antoine;1042;LEVAVASSEUR Antoine
M;Président;LOMBARDINI;Maxime;1042;LOMBARDINI Maxime
M;Avocat;FAGES;Fabrice;1043;FAGES Fabrice
M;Président;GOTTERBARM;Henrik;1044;GOTTERBARM Henrik
MME;Présidente;WEBER;Caroline;1045;WEBER Caroline
MME;Vice-présidente;LEVET;Pascale;1045;LEVET Pascale
MME;Trésorier;GIALDINI;Laurence;1045;GIALDINI Laurence
M;Secrétaire;GOMEZ;Pierre-Yves;1045;GOMEZ Pierre-Yves
MME;Déléguée générale;BEYSSAC;Christine;1045;BEYSSAC Christine
M;1er Vice Président;PLANTE;Henri Jean Pascal;1046;PLANTE Henri Jean Pascal
M;2ème Vice Président;ANDY;Hutson;1046;ANDY Hutson
M;4ème Vice Président;ROBERT;Jean Pierrick;1046;ROBERT Jean Pierrick
M;Trésorier adjoint;RICKMOUNIE;Cyrille Joanick André;1046;RICKMOUNIE Cyrille Joanick André
M;Secrétaire;CAROUPAYE;Jean-Bernard;1046;CAROUPAYE Jean-Bernard
M;Secrétaire adjoint;LEUNG SAM FONG;Eric;1046;LEUNG SAM FONG Eric
M;3ème Vice Président;PONAPIN EGAMBARAREDDY;Sully Pascal;1046;PONAPIN EGAMBARAREDDY Sully Pascal
M;5ème Vice Président;ZARIF FIROUZ ASKARI;Mansour;1046;ZARIF FIROUZ ASKARI Mansour
M;Trésorier;NARAYANIN;Théophane;1046;NARAYANIN Théophane
M;Président;PATEL;Ibrahim;1046;PATEL Ibrahim
M;Délégué Général;GOLDSMITH;Frédéric;1047;GOLDSMITH Frédéric
M;Président;BRILLION;Frédéric;1047;BRILLION Frédéric
M;Président;MAZAS;Christian;1048;MAZAS Christian
M;Président;DE LAVENNE;Bertrand;1049;DE LAVENNE Bertrand
M;Président;BOCCON-GIBOD;Sylvain;1050;BOCCON-GIBOD Sylvain
M;Président;BOEHLY;Frank;1051;BOEHLY Frank
M;Président;AUFFRAY;Paul;1052;AUFFRAY Paul
M;Gérant;CHEVILLON;Carl;1053;CHEVILLON Carl
M;Président;TANAY;Christophe;1054;TANAY Christophe
M;Président délégué;DELESTRE;Gilles;1054;DELESTRE Gilles
M;Délégué général;DELVOLVÉ;Géraud;1054;DELVOLVÉ Géraud
M;président directeur général;DE ROMANET;Augustin;1055;DE ROMANET Augustin
M;Délégué Général;DE FLEURIEU;Antoine;1056;DE FLEURIEU Antoine
MME;Présidente;HEYDEMANN;Christel;1056;HEYDEMANN Christel
M;Président Jeunes Africulteurs Bourgogne Franche-Comté;POINT;Florent;1057;POINT Florent
M;President;FAURY;Guillaume;1058;FAURY Guillaume
M;Gérant;BONFILS;Sébastien;1059;BONFILS Sébastien
M;Président CGPME 74;DELAPLAGNE;Jean-Michel;1060;DELAPLAGNE Jean-Michel
M;Secrétaire Général;FALCOMATA;Andre;1060;FALCOMATA Andre
M;Directeur Général;ROSE;Frédéric;1061;ROSE Frédéric
M;Président;DUMAS;Bruno;1062;DUMAS Bruno
M;Président;MENEGAUX;Florent;1063;MENEGAUX Florent
M;Gérant non Commandité;CHAPOT;Yves;1063;CHAPOT Yves
M;Président;TORROLLION;Jean-Marc;1064;TORROLLION Jean-Marc
M;Président;COLLET;Mathieu;1065;COLLET Mathieu
M;Directeur Général;WITTENBERG;Martin;1065;WITTENBERG Martin
MME;Présidente;LUCE;Mélanie;1066;LUCE Mélanie
MME;Secrétaire générale;CHAPELIER;Juliette;1066;CHAPELIER Juliette
M;Trésorier;LOMBE;Annaël;1066;LOMBE Annaël
M;Vice-Président;DIARRA;Abdoulaye;1066;DIARRA Abdoulaye
M;Président;BOUR;Daniel;1067;BOUR Daniel
M;Président du directoire;FARANDOU;Jean-Pierre;1068;FARANDOU Jean-Pierre
M;Président délégué du directoire;JEANTET;Patrick;1068;JEANTET Patrick
M;Directeur général;ABADIE;Pierre-Marie;1069;ABADIE Pierre-Marie
MME;Présidente;POLLES;Jeanne;1070;POLLES Jeanne
M;Président;CAZAUSSUS;Elie;1071;CAZAUSSUS Elie
M;Président;MUSY;Laurent;1072;MUSY Laurent
M;Administrateur;JONNARD;Pierre;1072;JONNARD Pierre
M;Administrateur;MONTABONEL;Vincent;1072;MONTABONEL Vincent
MME;Directrice Générale;DORGERET;Isabelle;1072;DORGERET Isabelle
M;Administrateur;BERNARD;Gilles;1072;BERNARD Gilles
M;Admnistrateur;BESNARD;Roland;1072;BESNARD Roland
M;Administrateur;CHEMINEL;Pierre Alexandre;1072;CHEMINEL Pierre Alexandre
M;Administrateur;DIDIER;Frédéric;1072;DIDIER Frédéric
M;Administrateur;LAGIER;Francis;1072;LAGIER Francis
M;Administrateur;FAYET;Jean Baptiste;1072;FAYET Jean Baptiste
M;Administrateur;FISHER;Laurent;1072;FISHER Laurent
M;Président;ROLLET;Marc;1073;ROLLET Marc
MME;secrétaire général;SCHMITT;Claire;1073;SCHMITT Claire
M;Président;BELEGAUD;Yves;1074;BELEGAUD Yves
M;Délégué Général;GAUTHIER;Thomas;1074;GAUTHIER Thomas
MME;GERANTE;VERILHAC MARZIN;Stephanie;1075;VERILHAC MARZIN Stephanie
M;Président directeur général;ETCHEBERRIGARAY;Michel;1076;ETCHEBERRIGARAY Michel
M;Président;BURELLE;Laurent;1077;BURELLE Laurent
M;Directeur Général;SOULMAGNON;François;1077;SOULMAGNON François
M;Directeur Général;PUIT;Olivier;1078;PUIT Olivier
M;Directeur Général;PELLERIN;Teddy;1079;PELLERIN Teddy
M;Président;JACOB;Mathieu;1079;JACOB Mathieu
MME;Presidente CMAI;LAPORTE;Nathalie;1080;LAPORTE Nathalie
M;President CMAI Délégation Dordogne;GOURAUD;Didier;1080;GOURAUD Didier
M;Président CMAI Délégation Lot et Garonne;SETZE;Yvon;1080;SETZE Yvon
M;Secrétaire Général;BLANCHER;Xavier;1080;BLANCHER Xavier
M;Président;MONTAGNE;Thomas;1081;MONTAGNE Thomas
M;Président;LE PICARD;Olivier;1082;LE PICARD Olivier
M;Président;MAGUIN;Pascal;1083;MAGUIN Pascal
MME;Vice-Présidente;LIND;Liliane;1083;LIND Liliane
M;Vice-Président;RAMPONI;Armand;1083;RAMPONI Armand
M;Vice-Président;NOSAL;Christian;1083;NOSAL Christian
M;Vice-Président;PERRIER;Franck;1083;PERRIER Franck
M;PRESIDENT;SAPIR;Oren;1084;SAPIR Oren
M;vice-président;KEROUANTON;Pascal;1084;KEROUANTON Pascal
M;DELEGUE GENERAL;PIERRE;Jean-Mary;1084;PIERRE Jean-Mary
M;Président de Hammerson France, elle-même Président de Hammerson Property Management;MOUTON;Jean-Philippe;1085;MOUTON Jean-Philippe
M;Directeur General General Mills France;DE LA GIRODAY;Nicolas;1086;DE LA GIRODAY Nicolas
M;Président;BURLOT;Thierry;1087;BURLOT Thierry
MME;Présidente;TAPIA;Marie-Noelle;1088;TAPIA Marie-Noelle
M;Président de la FNPS;BERARD-QUELIN;Laurent;1089;BERARD-QUELIN Laurent
M;Président de la CCI Territoriale du Puy-de-Dôme - Membre élu;BARBIN;Claude;1090;BARBIN Claude
M;PRESIDENT;LARREA PAGUAGA;Pedro;1091;LARREA PAGUAGA Pedro
M;DIRECTEUR GENERAL;FAUJOUR;Eric;1091;FAUJOUR Eric
M;ADMINISTRATEUR;SANCHEZ RECIO;Juan Carlos;1091;SANCHEZ RECIO Juan Carlos
MME;Présidente;MESSEAN;Aude;1092;MESSEAN Aude
M;Directeur;PASQUET;Joachim;1092;PASQUET Joachim
M;Président;BRESSON;Bernard;1093;BRESSON Bernard
M;Directeur;JACQUAND;Pierre;1093;JACQUAND Pierre
M;Président;SPIRE;Géraud;1094;SPIRE Géraud
M;Directeur général;LARCHER;Jean-Luc;1094;LARCHER Jean-Luc
M;Président;UTZMANN;Frédéric;1095;UTZMANN Frédéric
M;Président;DU GUERNY;Antoine;1096;DU GUERNY Antoine
M;Président;PAGEARD;Patrick;1097;PAGEARD Patrick
MME;Director, Europe;LANGENBUCHER;Anja;1098;LANGENBUCHER Anja
M;Managing Director, Donor Government Relations;CERRELL;Joseph;1098;CERRELL Joseph
M;President, Global Policy & Advocacy;SUZMAN;Mark;1098;SUZMAN Mark
M;Président;GRUNBERG;Olivier;1099;GRUNBERG Olivier
MME;Déléguée générale;PERRILLAT;Lydie;1099;PERRILLAT Lydie
M;PRESIDENT;CAMAIONI;Fabrice;1100;CAMAIONI Fabrice
M;Vice-Président;PIANT;Frédéric;1100;PIANT Frédéric
M;Trésorier;VOGELEER;Edouard;1100;VOGELEER Edouard
M;Vice-Président;TRUSCHEL;Thierry;1100;TRUSCHEL Thierry
M;Vice-Président;MARIE;Christian;1100;MARIE Christian
M;Président;DEMURGER;Pascal;1101;DEMURGER Pascal
M;Président;ZUNZ;Steven;1102;ZUNZ Steven
M;Président;ARNAUD;Jean-Michel;1102;ARNAUD Jean-Michel
MME;Présidente;LAMBERT;Christiane;1103;LAMBERT Christiane
M;Président;FAURE;Georges;1104;FAURE Georges
M;Président;DORÉ;Christophe;1105;DORÉ Christophe
MME;Secrétaire générale;TARLEVÉ;Clarice;1105;TARLEVÉ Clarice
M;Président;FEKL;Matthias;1106;FEKL Matthias
M;Délégué général;COSTILHES;Maxime;1106;COSTILHES Maxime
M;Président;SALEMKOUR;Malik;1107;SALEMKOUR Malik
M;Secrétaire général;GUIBERT;Dominique;1107;GUIBERT Dominique
MME;Vice présidente;ARTIGUELONG;Maryse;1107;ARTIGUELONG Maryse
MME;Vice présidente;CASTEX;Françoise;1107;CASTEX Françoise
MME;Vice présidente;NOGUERES;Dominique;1107;NOGUERES Dominique
M;Trésorier;ESMERY;Alain;1107;ESMERY Alain
M;Délégué national;FARDEAU;Jean-Marie;1108;FARDEAU Jean-Marie
MME;Directeur Général;CLERC;Béatrice;1109;CLERC Béatrice
M;Directeur Général délégué;CALMAR;Stéphane;1109;CALMAR Stéphane
M;Directeur Général délégué;RAMSBY;Ole F.;1109;RAMSBY Ole F.
M;Directeur Général délégué;MEJLVANG;Kasper Boker;1109;MEJLVANG Kasper Boker
M;Président;REGAN;Matt;1109;REGAN Matt
M;Président Mars 2016- Mars 2018;ROUGER;Julien;1110;ROUGER Julien
M;Président;CASAGRANDE;Pierre-Clément;1110;CASAGRANDE Pierre-Clément
M;Président;GUIBERT;Alain;1111;GUIBERT Alain
M;Directeur Général;FONTE;Alain;1111;FONTE Alain
M;Président Directeur général;WEILL;Alain;1112;WEILL Alain
M;Secrétaire Général;DREYFUSS;Arthur;1112;DREYFUSS Arthur
M;Président;MARGOT;Daniel;1113;MARGOT Daniel
M;PRESIDENT;RIOU;Christophe;1114;RIOU Christophe
M;;HORNAIN;Jean;1115;HORNAIN Jean
M;Président;GUTTIN;Gilbert;1116;GUTTIN Gilbert
M;Président;LENNERTZ;James;1117;LENNERTZ James
M;Directeur général;MORRIS;Richard;1117;MORRIS Richard
MME;Directeur général;BAUMANN;Astrid;1117;BAUMANN Astrid
M;Président;CHAPUT;Paul;1118;CHAPUT Paul
M;Secrétaire Général Par Intérim;PASCAL;Erick;1118;PASCAL Erick
M;Directeur Général;RIPOLL;Jacques;1119;RIPOLL Jacques
M;Directeur Général Délégué;MARION;François;1119;MARION François
MME;President;BOUMEDIENNE;Fatima;1120;BOUMEDIENNE Fatima
M;PRESIDENT;KAROUBY;Jean Philippe;1121;KAROUBY Jean Philippe
M;Président;DROGUERE;Christophe;1122;DROGUERE Christophe
M;Vice-Président;SEJOURNE;Benoît;1123;SEJOURNE Benoît
M;Président;TIBERGHIEN;Frédéric;1124;TIBERGHIEN Frédéric
M;Président Directeur Général;BRANQUART;Roland;1125;BRANQUART Roland
M;Président;MARIÉ;Alain;1126;MARIÉ Alain
MME;Directrice exécutive;GAL-RÉGNIEZ;Aurélie;1126;GAL-RÉGNIEZ Aurélie
M;Directeur général;FROMONT;Vincent;1127;FROMONT Vincent
M;Directeur général en charge des opérations;PAUL-DAUPHIN;Nicolas;1127;PAUL-DAUPHIN Nicolas
M;Président;DELSUPEXHE;Alain;1127;DELSUPEXHE Alain
MME;Présidente;BOUSQUET-LABOUÉRIE;Christine;1128;BOUSQUET-LABOUÉRIE Christine
M;Vice-Président;MONJAL;Pierre-Yves;1128;MONJAL Pierre-Yves
MME;Secrétaire générale;BARITEAUD;Liliane;1128;BARITEAUD Liliane
M;Président;CHAUVE;David;1129;CHAUVE David
M;Représentant;POITOU;Frédéric;1130;POITOU Frédéric
M;Président;SANCHEZ;Pascal;1131;SANCHEZ Pascal
M;Président;LE TEUFF;Stéphane;1132;LE TEUFF Stéphane
MME;Secrétaire générale;LE VAILLANT;Aude;1132;LE VAILLANT Aude
M;PRESIDENT SANDOZ FRANCE;DELENTA;Christophe;1133;DELENTA Christophe
M;Directeur Général;MARTEL;Thierry;1134;MARTEL Thierry
M;Président du Conseil d'administration;DAGES;Jean-Yves;1134;DAGES Jean-Yves
M;Président;NOSSENT;Patrick;1135;NOSSENT Patrick
M;Président;VERA;Pierre;1136;VERA Pierre
M;Secrétaire Général - Directeur des Services;CAUSSEGAL;Philippe;1136;CAUSSEGAL Philippe
MME;Présidente;PESIC;Myriam;1137;PESIC Myriam
M;Vice-Président;DUMARTIN;Eric;1137;DUMARTIN Eric
M;Directeur général;NAHON;Laurent;1137;NAHON Laurent
M;Président;NIZRI;Laurent;1138;NIZRI Laurent
M;Président;PASQUALI;François-Laurent;1139;PASQUALI François-Laurent
M;Président;PÈES;Christian;1140;PÈES Christian
M;Directeur Général;COUDERC;Pierre;1140;COUDERC Pierre
M;Président-Directeur Général;BURELLE;Laurent;1141;BURELLE Laurent
M;Administrateur - Codirecteur général;SZCZERBA;Jean-Michel;1141;SZCZERBA Jean-Michel
MME;Directeur général;REGNARD;Gaëlle;1142;REGNARD Gaëlle
M;Président;LEFEBVRE;Dominique;1142;LEFEBVRE Dominique
M;Premier Vice-président;APPERT;Raphaël;1142;APPERT Raphaël
M;Président;CHARVET;Benoit;1143;CHARVET Benoit
MME;vice-présidente;GOSNET;Annick;1143;GOSNET Annick
M;vice-président;GAUTIER;Jean-Paul;1143;GAUTIER Jean-Paul
M;Président;POLO;Gérard;1144;POLO Gérard
M;PRESIDENT;MOINEREAU;Didier;1145;MOINEREAU Didier
M;Président;BUCHET;Christophe;1146;BUCHET Christophe
M;Directeur;ROUGEAUX;Etienne;1146;ROUGEAUX Etienne
M;Secrétaire Général;DRUOT;Eric;1146;DRUOT Eric
M;Secrétaire Général;HERVE;Jean Marie;1146;HERVE Jean Marie
M;Vice Président;PERROT;Frédéric;1146;PERROT Frédéric
M;Vice Président;MARGUET;Marcel;1146;MARGUET Marcel
M;Vice Président;BONGAIN;Cédric;1146;BONGAIN Cédric
M;Trésorier;FAVRE FELIX;Philippe;1146;FAVRE FELIX Philippe
MME;Présidente;VACHE;Sophie;1147;VACHE Sophie
M;directeur;BLASCO;Jean-Louis;1147;BLASCO Jean-Louis
M;Fondateur;RAVAILHE;Nicolas;1148;RAVAILHE Nicolas
M;Président;LAPIE;Hervé;1149;LAPIE Hervé
MME;Présidente;DUMAS;Sidonie;1150;DUMAS Sidonie
M;P-DG;TRAPPIER;Eric;1151;TRAPPIER Eric
M;Président;DUBROMEL;Michel;1152;DUBROMEL Michel
M;Directeur Général;LEGRAND;Vincent;1153;LEGRAND Vincent
M;Président;DE ROUX;Timothée;1154;DE ROUX Timothée
M;Managing Partner;BARROS-TASTETS;Thomas;1155;BARROS-TASTETS Thomas
M;Cp-responsable;DIARRA;Mamédi;1156;DIARRA Mamédi
MME;Co-responsable;BAKKOUCH;Radia;1156;BAKKOUCH Radia
M;Président;AYMONIN-ROUX;Florian;1157;AYMONIN-ROUX Florian
M;Directeur Général;SEBBANE;Jonathan;1158;SEBBANE Jonathan
M;Présient du Conseil d'administration;DAGNAUD;François;1158;DAGNAUD François
M;Président;TURCAS;François;1159;TURCAS François
M;Secrétaire général;AMPRINO;Cyril;1159;AMPRINO Cyril
M;Président;DE VILLENEUVE;Pierre;1160;DE VILLENEUVE Pierre
M;Président JA Pays de la Loire;DENIS;Fabien;1161;DENIS Fabien
M;Président;LE GALL;Jean-Yves;1162;LE GALL Jean-Yves
MME;Présidente;GROSSET;Kathleen;1163;GROSSET Kathleen
M;;SEYRIG;Rodolphe;1164;SEYRIG Rodolphe
M;Président;RAUNICHER;Jean-Luc;1165;RAUNICHER Jean-Luc
M;Délégué Général;FLEX;Stéphane;1165;FLEX Stéphane
M;Président;FAYET;Jean-Fleury;1166;FAYET Jean-Fleury
M;Président;LAUREAU;Olivier;1167;LAUREAU Olivier
MME;Directrice Générale;CORMARY;Sandrine;1168;CORMARY Sandrine
M;Président Directeur Général;MAYER;Stéphane;1169;MAYER Stéphane
M;Directeur Général;SOULIAS;Emmanuel;1170;SOULIAS Emmanuel
M;Président;COGET;Henri;1171;COGET Henri
M;Directeur général;HERGOTT;Jean Bernard;1171;HERGOTT Jean Bernard
M;Vice Président INDUSTRIE;BARNIER;Christian;1171;BARNIER Christian
M;Vice Président COMMERCE;MILER;Bernard;1171;MILER Bernard
M;Vice Président SERVICES;MAGER;Pierre;1171;MAGER Pierre
M;Trésorier;COLLOT;Jean Charles;1171;COLLOT Jean Charles
M;Trésorier adjoint;TOURRE;Didier;1171;TOURRE Didier
M;Secrétaire;IUNG;Thierry;1171;IUNG Thierry
MME;Secrétaire adjointe;BOUREL;Carine;1171;BOUREL Carine
MME;Présidente-directrice générale;PALLEZ;Stéphane;1172;PALLEZ Stéphane
M;Directeur général délégué;LANTIERI;Charles;1172;LANTIERI Charles
M;Président;GAUTIER;Philippe;1173;GAUTIER Philippe
M;Ingénieur conseil;EVENO;Patrick;1174;EVENO Patrick
M;DIRECTEUR;GOUILLIARD;Sylvain;1175;GOUILLIARD Sylvain
MME;Présidente de l'U2P Auvergne Rhône-Alpes;JOUVANCEAU;Pascale;1176;JOUVANCEAU Pascale
M;Secrétaire Général;FAYET;Bertrand;1176;FAYET Bertrand
M;Premier vice Président;GUISEPPIN;Dominique;1176;GUISEPPIN Dominique
MME;Deuxième vice Président;ROBERT;Anne-Marie;1176;ROBERT Anne-Marie
M;Troisième vice Président;CABUT;Bruno;1176;CABUT Bruno
MME;Quatrième vice Présidente;SORGUES;Françoise;1176;SORGUES Françoise
M;Président;LEHUCHER;Pierre-Marie;1177;LEHUCHER Pierre-Marie
M;Délégué général;RIVIÈRE;Loïc;1177;RIVIÈRE Loïc
M;Directeur Général;CHAUCHAT;Marc;1178;CHAUCHAT Marc
M;Président Directeur Général;PAILLIART;Philippe;1178;PAILLIART Philippe
M;Président;VILLERS;Christophe;1179;VILLERS Christophe
MME;Directrice;ALBERTINI-FOURBIL;Hélène;1179;ALBERTINI-FOURBIL Hélène
M;Président;ROLLIER;Michel;1180;ROLLIER Michel
M;Délégué général;SCHRICKE;Christian;1180;SCHRICKE Christian
M;Président;MARTIN-LALANDE;Nicolas;1181;MARTIN-LALANDE Nicolas
M;Directeur général;SOUDRY;Erwan;1181;SOUDRY Erwan
M;Directeur général;SANDMAYR;Markus;1182;SANDMAYR Markus
MME;Responsable en France;FORNARA;Corinne;1183;FORNARA Corinne
M;Responsable à l'étranger;GERMAIN;Jean-Marc;1183;GERMAIN Jean-Marc
M;Président;SIMON;Nicolas;1184;SIMON Nicolas
MME;Directeur général;CHAPALAIN;Catherine;1185;CHAPALAIN Catherine
M;Président;GIRARDOT;Richard;1185;GIRARDOT Richard
MME;Présidente;GODET;Jacqueline;1186;GODET Jacqueline
M;Vice-Président;DAVESNE;Hervé;1187;DAVESNE Hervé
M;Secretaire Adjoint;GUEROUT;Benoit;1187;GUEROUT Benoit
M;Vice-Président;BISSEUX;Frederic;1187;BISSEUX Frederic
M;Secretaire General;PECQUET;Mathieu;1187;PECQUET Mathieu
M;Secretaire Adjoint;DEGRY;Julien;1187;DEGRY Julien
M;Trésorier;VAN OVERBEKE;Clément;1187;VAN OVERBEKE Clément
M;Trésorier Adjoint;BIGO;Matthieu;1187;BIGO Matthieu
M;Président;POTIER;Pierre;1187;POTIER Pierre
M;PRESIDENT;LEVRARD;Lyonel;1188;LEVRARD Lyonel
MME;TRESORIERE;LAVAUX;Veronique;1188;LAVAUX Veronique
M;Vice Président;BOEUF;Daniel;1188;BOEUF Daniel
M;Vice Président;MICHELON;Franck;1188;MICHELON Franck
M;Vice Président;COUTANT;Mathias;1188;COUTANT Mathias
MME;Vice Président;POTIRON;Catherine;1188;POTIRON Catherine
M;MEMBRE ASSESSEUR;PELLETIER;Cyril;1188;PELLETIER Cyril
M;MEMBRE ASSESSEUR;NOCQUET;Francis;1188;NOCQUET Francis
M;Dirigeant, Président Fondateur;KALOGEROPOULOS;Léonidas;1189;KALOGEROPOULOS Léonidas
M;Président;BOULIER;Jean-François;1190;BOULIER Jean-François
M;PRESIDENT;MUNEROT;Laurent;1191;MUNEROT Laurent
M;Président de la Fondation CRESUS;KIEHL;Jean-Louis;1192;KIEHL Jean-Louis
M;Président;KLOTZ;Olivier;1193;KLOTZ Olivier
M;Président;GRENIER;Emmanuel;1194;GRENIER Emmanuel
M;Directeur général;CHAMPION;Jean-Pierre;1195;CHAMPION Jean-Pierre
M;Président;MAZEAUD;Frederic;1195;MAZEAUD Frederic
M;Président;NOYER;Emile;1196;NOYER Emile
M;Président Assesseur;ROUDIE;Mathieu;1196;ROUDIE Mathieu
M;Secrétaire Général FBTP 31;SUTRA;Jonathan;1196;SUTRA Jonathan
M;Président du Syndicat de la Peinture Sols Finitions FBTP 31;COSTES;Jean-Marc;1196;COSTES Jean-Marc
M;Président du Syndicat de la Charpente Menuiserie FBTP 31;TOURNIER;Michel;1196;TOURNIER Michel
M;Président du Syndicat  du Comminges FBTP 31;MARTINEZ;Sébastien;1196;MARTINEZ Sébastien
M;Président du Syndicat des Constructeurs Aménageurs FBTP 31;VANDROMME;Eric;1196;VANDROMME Eric
M;Président du Syndicat des Installateurs Electriciens FFIE 31;VERGAI;Jean-Paul;1196;VERGAI Jean-Paul
M;Président du Syndicat de l'Etanchéité FBTP 31;MEDLAND;Toby;1196;MEDLAND Toby
M;Président du Syndicat du Plomberie Génie Climatique FBTP 31;GEORGES;Olivier;1196;GEORGES Olivier
M;Président du Syndicat des Métalliers FBTP 31;DELORD;Vincent;1196;DELORD Vincent
M;Président du Syndicat de la Plâtrerie FBTP 31;SANCHEZ;André;1196;SANCHEZ André
M;Président du Syndicat des Travaux Publics FBTP 31;DEJEAN;Marc;1196;DEJEAN Marc
M;Président;POIROT;André;1197;POIROT André
M;Président;SCHWARTZ;Pierre;1198;SCHWARTZ Pierre
M;Président;GARCIA;Luc-Gaston;1199;GARCIA Luc-Gaston
MME;Présidente adjointe;SUDRE;Isabelle;1199;SUDRE Isabelle
M;Président honoraire;SPOSITO;Francis;1199;SPOSITO Francis
M;Trésorier;AUDIBERT;Cyrille;1199;AUDIBERT Cyrille
M;Délégué général;LOLIVIER;Marc;1200;LOLIVIER Marc
M;Président;MOMBOISSE;François;1200;MOMBOISSE François
M;Gerant;CREHAN;Shane;1201;CREHAN Shane
M;Président;SETZE;Yvon;1202;SETZE Yvon
M;Président;DONDAINAS;Franck;1203;DONDAINAS Franck
M;Président;TARLET;Claude;1204;TARLET Claude
M;Vice-Président;DELESCLUSE;Baudoin;1204;DELESCLUSE Baudoin
M;Vice-Président Province;WARYNSKI;Simon;1205;WARYNSKI Simon
MME;Premier Vice-Président;MODAT;Catheline;1205;MODAT Catheline
